# COMMAND: Rscript --vanilla /metfark/config/splus/synop /lustre/storeA/project/nwp/fark/2018/04/19/meps_syno_002d.table /lustre/storeA/project/nwp/fark/
#
# TYPE:synop
#
# ATTRIBUTES:17
# _n:4
# title_string1:Mean Sea Level Pressure
# title_string2:Temperature 2m
# title_string3:Relative Humidity 2m
# title_string4:Wind Speed 10m
# axis_string1:MSLP (hPa)
# axis_string2:T2m (K)
# axis_string3:Rh2m (%)
# axis_string4:FF10m (m/s)
# file_string1:mslp
# file_string2:t2m
# file_string3:rh2m
# file_string4:ff10m
# Orientation:landscape
# Format:Jpeg
# Suffix:.jpg
# Version:1.0
#
# LEGENDS:1
# 1:MEPS 2.5km
#
# COLUMNS:15
# set:id
# cycle_epoch:round(time_ana,0.01)
# time_epoch:round(time_trg,0.01)
# obs_id:obs_sta
# lat_deg:round(lat,0.001)
# lon_deg:round(lon,0.001)
# altitude_meter:round(geopot/9.81,0.01)
# model_variable1:round(pres/100.0,0.01)
# model_variable2:round(t2m,0.01)
# model_variable3:round(rh*100,0.01)
# model_variable4:round(sqrt((wind_x*wind_x) + (wind_y*wind_y)),0.01)
# obs_variable1:round(obs_pres/100.0,0.01)
# obs_variable2:round(obs_t2m,0.01)
# obs_variable3:round(obs_rh,0.01)
# obs_variable4:round(obs_wspd,0.01)
#
# Data table
 set cycle_epoch time_epoch obs_id lat_deg lon_deg altitude_meter model_variable1 model_variable2 model_variable3 model_variable4 obs_variable1 obs_variable2 obs_variable3 obs_variable4
 1 1523923200 1523937600 1020 68.849 28.299 144.27 1018.86 270.86 84.35 1.96 1019.4 268.75 99 1.5
 1 1523923200 1523937600 1020 64.217 27.752 157.28 1014.9 274.92 99.17 .95 1014.6 275.35 91 1
 1 1523923200 1523937600 1020 59.959 19.954 .07 1016.32 273.76 100 2.76 1016.5 272.85 100 3.2
 1 1523923200 1523937600 1020 60.301 19.131 .05 1016.34 273.53 100 1.49 1016.3 271.75 100 0
 1 1523923200 1523937600 1020 59.505 20.347 -.02 1016.36 273.11 100 3.76 1016.2 275.25 100 0
 1 1523923200 1523937600 1020 60.258 20.747 4.38 1015.91 274.59 100 3.57 1016.5 272.65 100 1.6
 1 1523923200 1523937600 1020 59.774 22.949 .15 1014.82 274.55 100 7.04 1015 274.15 100 6.8
 1 1523923200 1523937600 1020 60.327 24.957 53.08 1013.18 279.06 99.28 2.99 1013.3 280.25 100 3.7
 1 1523923200 1523937600 1020 59.931 24.014 .19 1014.01 276.82 99.54 4.12 1013.9 277.75 99 3.1
 1 1523923200 1523937600 1020 59.985 25.599 -.06 1013 275.86 100 4.14 1013 277.55 100 6.3
 1 1523923200 1523937600 1020 60.204 25.625 .48 1012.93 275.4 99.98 1.91 1012.9 277.55 99 2.2
 1 1523923200 1523937600 1020 60.375 26.959 -.27 1012.59 275 100 1.36 1012.8 276.45 97 2
 1 1523923200 1523937600 1020 60.275 26.445 -.33 1012.74 276.53 100 3.42 1012.8 275.95 100 3
 1 1523923200 1523937600 1020 60.287 27.185 -.05 1012.59 274.51 100 1.9 1012.1 276.05 96 2
 1 1523923200 1523937600 1020 60.814 23.498 114.38 1014.04 277.19 99.83 2.3 1014.7 276.05 100 2.6
 1 1523923200 1523937600 1020 61.418 23.618 113.6 1013.6 277.41 99.6 1.84 1014.1 277.05 100 2.6
 1 1523923200 1523937600 1020 60.962 25.631 83.13 1012.61 277.61 99.49 .28 1012.7 278.35 100 0
 1 1523923200 1523937600 1020 61.044 28.151 85.21 1012.92 278.78 99.23 2.15 1012.9 279.15 90 2.1
 1 1523923200 1523937600 1020 61.689 27.202 117.9 1012.58 277.69 99.63 2.19 1013.2 277.25 99 .6
 1 1523923200 1523937600 1020 63.435 21.069 .08 1013.55 275.54 97.83 2.3 1014 274.65 95 2.2
 1 1523923200 1523937600 1020 63.12 23.044 44.24 1013.03 275.86 99.66 .89 1012.9 277.65 100 1.7
 1 1523923200 1523937600 1020 63.008 27.799 86.42 1014.29 274.64 99.06 2.09 1014.3 274.75 91 1
 1 1523923200 1523937600 1020 63.751 22.523 .07 1013.2 275.24 99.27 1.87 1013.8 276.45 88 NA
 1 1523923200 1523937600 1020 64.331 23.446 -.03 1014.03 274.49 100 2.88 1014.4 273.95 93 1.9
 1 1523923200 1523937600 1020 64.283 27.671 135.36 1014.98 275.08 99.74 .54 1014.7 275.05 91 1.5
 1 1523923200 1523937600 1020 65.385 24.096 -.56 1014.95 271.25 100 3.14 1014.9 271.75 91 1.3
 1 1523923200 1523937600 1020 65.04 24.561 1.39 1014.66 270.65 95.31 1.42 1014.9 271.95 95 1.5
 1 1523923200 1523937600 1020 65.673 24.515 .39 1015.06 273.78 99.59 1.81 1014.8 269.85 86 4.4
 1 1523923200 1523937600 1020 68.613 27.419 155.74 1019.06 272.27 92.25 2.69 1019.4 270.95 92 1.5
 1 1523923200 1523937600 1020 63.142 31.044 197.59 1015.42 274.93 99.11 1.35 1015 277.05 54 2.3
 1 1523923200 1523937600 1020 64.112 28.336 155.57 1015.13 274.09 99.52 .69 1014.9 274.15 84 .6
 1 1523923200 1523937600 1020 64.298 30.171 197.73 1015.08 275.07 99.71 .43 1015.1 275.85 73 0
 1 1523923200 1523937600 1020 64.612 23.897 -.03 1014.38 271.49 100 1.13 1014.3 274.65 88 3
 1 1523923200 1523937600 1020 64.684 25.089 50.28 1014.48 273.17 99.48 .72 1014.2 274.45 88 1
 1 1523923200 1523937600 1020 65.006 25.393 1.21 1014.75 273.18 99.09 .88 1014.8 271.95 95 3.6
 1 1523923200 1523937600 1020 64.501 26.424 116.92 1014.37 274.71 99.47 1.62 1014.5 275.95 81 2
 1 1523923200 1523937600 1020 65.575 28.218 204.74 1015.66 274.1 99.46 1.9 NA 273.25 84 .6
 1 1523923200 1523937600 1020 66.166 29.152 336.48 1015.83 274.48 98.19 2.85 NA 273.75 75 7.4
 1 1523923200 1523937600 1020 66.498 25.709 100.85 1016.21 273.97 99.04 2.06 1016.2 273.15 80 .9
 1 1523923200 1523937600 1020 66.579 26.011 117.63 1016.36 273.68 99.4 1.67 1016.5 270.95 84 1.5
 1 1523923200 1523937600 1020 67.286 28.177 187.64 1017.03 273.63 99.47 1.78 NA 274.85 73 1.3
 1 1523923200 1523937600 1020 67.022 27.218 248.83 1016.8 273.08 95.59 2.24 1016.9 273.65 71 NA
 1 1523923200 1523937600 1020 67.162 29.178 252.86 1016.8 272.83 97.4 2.06 1017.3 273.45 77 1.1
 1 1523923200 1523937600 1020 68.063 24.033 493.56 1018.49 269.89 95.27 6.11 1019.8 270.15 98 3.6
 1 1523923200 1523937600 1020 67.973 24.116 402.09 1018.59 270.28 94.85 5.44 1018.8 270.45 93 6.2
 1 1523923200 1523937600 1020 68 24.24 304.35 1019.01 270.14 92.75 2.47 1019.7 270.85 92 1.1
 1 1523923200 1523937600 1020 68.17 25.783 275.2 1018.95 270.5 93.63 1.79 NA 271.25 93 3
 1 1523923200 1523937600 1020 67.822 27.746 260.25 1017.91 270.18 91.22 2.47 NA 269.75 92 2.7
 1 1523923200 1523937600 1020 68.415 27.413 319.58 1018.92 271.16 98.44 3.25 NA 270.95 95 NA
 1 1523923200 1523937600 1020 68.434 27.444 336.86 1018.96 270.92 98.93 3.16 1019.3 269.75 98 5.5
 1 1523923200 1523937600 1020 68.478 28.301 183.52 1018.53 273.2 94.13 1.38 1019.2 270.65 100 2
 1 1523923200 1523937600 1020 68.603 23.576 392.99 1019.84 268.99 99.09 3.3 1020.2 269.25 98 2.8
 1 1523923200 1523937600 1020 68.903 25.736 234.91 1019.68 270.85 95.95 1.94 1019.8 270.45 95 1.9
 1 1523923200 1523937600 1020 70.082 27.897 112.16 1019.1 269.4 94.85 .77 1019 275.05 70 1
 1 1523923200 1523937600 1020 69.072 27.493 128.61 1019.27 270.39 96.17 3.02 NA 270.25 94 2.5
 1 1523923200 1523937600 1020 69.049 27.757 121.49 1019.11 270.06 90.53 2.99 1019.3 268.25 96 3.1
 1 1523923200 1523937600 1020 61.145 21.303 -.1 1015.09 274 99.83 2.34 1015.5 274.95 99 3.4
 1 1523923200 1523937600 1020 61.253 22.346 45.06 1014.58 275.47 99.83 2.01 1015.1 274.95 99 3.1
 1 1523923200 1523937600 1020 61.466 23.747 100.12 1013.51 277.48 99.39 1.88 1013.8 277.65 100 NA
 1 1523923200 1523937600 1020 61.265 25.52 84.9 1012.69 274.96 100 1.42 1012.8 275.35 100 1.7
 1 1523923200 1523937600 1020 61.217 25.133 148.76 1013.01 278.04 100 2.23 1013.4 276.55 100 1.7
 1 1523923200 1523937600 1020 61.039 28.564 47.78 1013.18 278.39 99.54 1.87 1013.4 278.15 89 2.6
 1 1523923200 1523937600 1020 61.058 28.209 82.14 1012.94 278.75 98.54 2.28 1013 278.75 91 1.9
 1 1523923200 1523937600 1020 61.445 29.461 72.16 1013.97 276.82 100 2.05 1014.4 275.65 86 1.2
 1 1523923200 1523937600 1020 62.334 21.191 .34 1013.56 275.27 99.18 4.18 1014 275.35 99 3.4
 1 1523923200 1523937600 1020 62.203 21.17 .11 1013.75 275.18 99.37 2.96 1014.2 275.45 100 2.9
 1 1523923200 1523937600 1020 61.839 22.464 117.06 1013.83 276.24 99.99 1.28 1014.5 275.65 100 2
 1 1523923200 1523937600 1020 62.328 23.542 147.26 1012.92 276.52 99.99 1.29 NA 274.75 100 1.1
 1 1523923200 1523937600 1020 61.518 23.754 96.63 1013.48 276.31 99.49 1.65 1013.8 276.95 100 3.4
 1 1523923200 1523937600 1020 61.704 25.505 86.91 1012.53 275.03 96.66 .43 NA 274.85 NA 1.3
 1 1523923200 1523937600 1020 61.892 27.885 91.4 1013.35 276.93 99.42 1.09 1013.8 276.25 85 1
 1 1523923200 1523937600 1020 62.322 27.908 82.51 1013.68 277.02 99.68 1.84 1013.8 276.45 82 .7
 1 1523923200 1523937600 1020 62.063 28.566 65.09 1013.91 275.63 97.26 1.55 1014.1 275.85 82 1
 1 1523923200 1523937600 1020 61.802 29.315 70.69 1014.31 274.68 92.45 1.5 1014.3 275.65 80 NA
 1 1523923200 1523937600 1020 62.934 21.185 1.13 1013.13 276.9 98.06 2.41 1013.7 274.25 99 1.5
 1 1523923200 1523937600 1020 62.978 20.74 -.27 1013.4 276.07 99.02 4.16 1013.9 274.65 99 5.3
 1 1523923200 1523937600 1020 62.938 22.489 40.62 1012.99 276.03 99.95 .29 1013.3 277.45 100 .7
 1 1523923200 1523937600 1020 63.446 24.444 166.65 1013.16 276.85 100 1.67 NA 275.15 97 0
 1 1523923200 1523937600 1020 63.089 24.261 188.61 1012.97 276.93 100 2.06 1013.3 277.85 98 NA
 1 1523923200 1523937600 1020 63.143 27.313 83.71 1014.28 275.59 99.8 .76 1014.2 274.35 96 1
 1 1523923200 1523937600 1020 62.799 27.905 78.26 1014.14 275.04 100 2.58 1013.9 275.45 90 .8
 1 1523923200 1523937600 1020 63.232 29.234 123.49 1015.2 273.49 99.33 .86 NA 273.85 85 0
 1 1523923200 1523937600 1020 62.546 29.668 62.31 1015.06 272.98 100 .98 1014.9 274.25 90 2.3
 1 1523923200 1523937600 1020 62.602 29.724 70.74 1014.96 274.86 99.81 2.23 1015.3 276.55 65 NA
 1 1523923200 1523937600 1020 63.321 30.046 99.75 1015.66 273.62 99.34 .52 NA 272.25 82 0
 1 1523923200 1523937600 1020 63.736 25.706 157.82 1013.68 276.84 99.88 1.15 1014.3 274.55 100 1.3
 1 1523923200 1523937600 1020 60.112 21.698 1.58 1015.52 274.37 97.66 4.23 1016 272.75 100 4.5
 1 1523923200 1523937600 1020 60.387 22.552 10.28 1014.9 275.4 99.56 2.68 1015.5 274.25 98 NA
 1 1523923200 1523937600 1020 59.869 22.193 .19 1015.36 274.5 98.81 6.71 NA 272.85 100 6.2
 1 1523923200 1523937600 1020 59.809 22.912 .27 1014.84 274.56 100 6.61 1014.9 273.95 100 5.9
 1 1523923200 1523937600 1020 60.378 22.096 -.34 1015.25 274.84 100 3.22 1016 272.55 99 4.6
 1 1523923200 1523937600 1020 60.171 22.758 28.15 1014.85 274.84 99.87 2.45 NA 274.15 99 2
 1 1523923200 1523937600 1020 60.419 24.399 67.6 1013.55 278.39 99.99 2.25 1013.5 279.25 100 2.6
 1 1523923200 1523937600 1020 59.92 24.35 .29 1013.71 276.71 100 4.84 NA 277.65 100 6.2
 1 1523923200 1523937600 1020 59.949 24.926 .09 1013.32 276.38 100 4.82 1013.6 279.05 100 5.7
 1 1523923200 1523937600 1020 60.647 23.806 118.15 1013.93 277.58 99.68 2.25 NA 276.55 99 2.2
 1 1523923200 1523937600 1020 60.509 24.654 105.29 1013.38 278.47 99.93 2.08 1014 279.45 100 NA
 1 1523923200 1523937600 1020 60.891 26.929 74.24 1012.58 279.1 99.93 .91 1012.8 278.25 99 NA
 1 1523923200 1523937600 1020 60.527 27.673 14.14 1012.62 277.25 99.99 .9 NA 277.95 99 1
 1 1523923200 1523937600 1020 61.198 28.473 68.82 1013.08 276.26 94.61 3.41 1013.5 276.45 93 3.2
 1 1523923200 1523937600 1020 62.51 24.808 218.26 1012.66 277.53 100 1.16 1012.7 278.45 99 1.8
 1 1523923200 1523937600 1020 60.628 25.193 72.98 1013 278.76 100 1.78 1013 279.95 100 2.3
 1 1523923200 1523937600 1020 60.116 20.298 2.85 1016.12 273.99 100 2.06 1016.7 271.85 100 1.1
 1 1523923200 1523937600 1020 60.291 24.568 80.6 1013.46 278.35 100 2.46 1013.6 279.15 100 2.5
 1 1523923200 1523937600 1020 60.178 24.787 11.95 1013.3 279.27 98.83 2.86 1013.4 280.25 99 3.2
 1 1523923200 1523937600 1020 60.304 25.549 7 1012.87 279.1 99.65 1.08 NA 276.55 100 .8
 1 1523923200 1523937600 1020 59.844 23.248 -.06 1014.51 275.48 100 4.28 NA 274.95 100 NA
 1 1523923200 1523937600 1020 60.374 23.113 21.33 1014.51 276.38 97.37 2.41 NA 276.35 98 NA
 1 1523923200 1523937600 1020 60.244 24.05 56.84 1013.9 276.85 97.53 1.93 NA 276.85 99 NA
 1 1523923200 1523937600 1020 60.596 24.803 100.68 1013.31 278.79 99.96 2.52 1013.4 280.25 99 NA
 1 1523923200 1523937600 1020 61.115 24.324 88.47 1013.51 276.78 100 2.04 NA 277.85 100 NA
 1 1523923200 1523937600 1020 61.054 25.038 148.96 1013.08 278.42 100 2.89 NA 279.85 100 NA
 1 1523923200 1523937600 1020 60.696 26.811 33.41 1012.66 278.05 99.77 .71 NA 278.55 100 NA
 1 1523923200 1523937600 1020 62.183 22.8 161.33 1013.39 276.53 99.98 1.25 NA 276.45 100 NA
 1 1523923200 1523937600 1020 61.846 24.287 168.42 1012.93 277.27 100 1.93 NA 278.65 100 NA
 1 1523923200 1523937600 1020 61.86 24.815 133.46 1012.75 276.48 99.82 .39 NA 278.65 100 NA
 1 1523923200 1523937600 1020 61.879 26.095 138.01 1012.62 276.88 99.99 1.2 NA 276.05 99 NA
 1 1523923200 1523937600 1020 62.235 30.347 112.18 1015.23 274.38 99.36 1.21 NA 274.35 85 NA
 1 1523923200 1523937600 1020 62.922 26.425 130.7 1013.47 276.9 99.88 1.95 NA 275.75 97 NA
 1 1523923200 1523937600 1020 64.143 25.423 115.05 1013.87 275.52 99.77 1.07 NA 276.25 79 NA
 1 1523923200 1523937600 1020 63.667 28.829 113.05 1015.35 274.29 99.89 .41 NA 273.15 86 NA
 1 1523923200 1523937600 1020 64.664 28.057 308.05 1014.48 277.44 95.67 .83 NA 275.75 83 .9
 1 1523923200 1523937600 1020 66.37 29.312 238.58 1016.3 274.86 94.74 1.56 NA 273.95 83 NA
 1 1523923200 1523937600 1020 66.32 29.4 277.98 1016.27 274.53 96.04 1.89 NA 274.75 77 4
 1 1523923200 1523937600 1020 66.53 24.65 105.24 1016.32 273.78 99.91 2.19 NA 267.65 91 NA
 1 1523923200 1523937600 1020 67.652 24.902 183.34 1018.15 271.96 87.79 2.32 NA 272.45 85 1.6
 1 1523923200 1523937600 1020 67.749 29.611 349.25 1017.78 272.47 99.2 1.95 NA 273.95 77 NA
 1 1523923200 1523937600 1020 69.043 20.851 622.37 1019.23 268.72 89.4 2.67 NA 270.55 75 NA
 1 1523923200 1523937600 1020 69.141 27.266 159.35 1019.41 270.74 96.05 2.55 NA 270.75 99 NA
 1 1523923200 1523937600 1020 69.582 28.894 115.47 1018.78 272.64 88.27 1.47 NA 268.15 96 .9
 1 1523923200 1523937600 1020 69.757 27.012 160.78 1019.51 268.87 92.85 .22 NA 272.35 81 NA
 1 1523923200 1523937600 1020 61.522 28.185 84.85 1013.07 277.68 99.91 1.45 NA 277.15 99 2.1
 1 1523923200 1523937600 1020 61.501 23.765 96.22 1013.48 276.89 99.03 1.49 NA 277.85 96 NA
 1 1523923200 1523937600 1020 67.997 24.21 330.16 1018.97 270.11 93.31 2.8 NA 270.75 88 3
 1 1523923200 1523937600 1020 66.171 29.136 324.53 1015.84 274.61 97.78 2.67 1015.7 275.55 70 NA
 1 1523923200 1523937600 1020 60.125 19.904 10.15 1016.28 273.66 99.45 1.16 1016.4 271.55 99 0
 1 1523923200 1523937600 1020 59.821 23.573 .44 1014.35 275.64 100 4.17 1014.2 276.05 100 4.8
 1 1523923200 1523937600 1020 60.464 23.65 111.66 1014.09 277.23 99.74 2.45 1014.6 276.95 100 2.4
 1 1523923200 1523937600 1020 60.105 24.975 .13 1013.22 276.93 99.95 4.24 1013.7 278.45 100 3.3
 1 1523923200 1523937600 1020 60.203 24.961 19.72 1013.17 279.75 97.82 2.78 1013.2 280.85 100 2.5
 1 1523923200 1523937600 1020 60.392 25.607 25.07 1012.85 278.59 99.88 .95 1012.8 279.15 100 .9
 1 1523923200 1523937600 1020 60.898 26.949 78.23 1012.57 279.16 99.94 .9 1012.3 278.25 98 0
 1 1523923200 1523937600 1020 61.63 21.376 .22 1014.53 274.59 99.82 1.54 1014.8 275.95 100 1.5
 1 1523923200 1523937600 1020 61.855 24.805 134.06 1012.75 276.58 99.87 .53 1012.9 277.85 100 0
 1 1523923200 1523937600 1020 61.946 28.931 97.82 1013.95 275.96 99.91 2.58 1014.2 276.15 75 1
 1 1523923200 1523937600 1020 62.66 29.612 108.83 1014.87 275.19 99.76 1.74 1015 276.55 68 1.5
 1 1523923200 1523937600 1020 63.951 22.845 .02 1013.28 276.9 99 3.09 1013.9 274.45 99 3.8
 1 1523923200 1523937600 1020 63.721 23.139 24.54 1013.12 276.14 99.9 1.02 1013.7 276.05 94 1
 1 1523923200 1523937600 1020 63.821 24.163 99.27 1013.34 275.77 99.72 1.57 1014.1 274.25 97 .8
 1 1523923200 1523937600 1020 63.841 27.221 191.51 1014.14 276.72 98.29 1.56 1014.4 279.15 85 2.3
 1 1523923200 1523937600 1020 65.02 24.728 11.28 1014.65 272.68 99.13 1.04 NA 270.75 97 0
 1 1523923200 1523937600 1020 64.666 24.407 2.98 1014.41 272.8 99.85 1.06 1014.6 275.05 85 2.7
 1 1523923200 1523937600 1020 65.977 26.368 158.97 1015.6 273.53 99.96 1.99 1015.4 273.55 76 1.8
 1 1523923200 1523937600 1020 65.993 29.227 269.5 1015.86 274.51 97.89 1.14 1015.9 274.85 73 0
 1 1523923200 1523937600 1020 67.693 24.855 189.8 1018.23 271.78 88.17 2.35 1018.6 272.35 81 3.6
 1 1523923200 1523937600 1020 67.987 24.243 316.82 1018.98 270.26 93.07 2.5 1019.6 270.55 91 2
 1 1523923200 1523937600 1020 68.084 27.185 261.43 1018.56 271.58 97.35 3.03 1018.6 271.55 94 2.8
 1 1523923200 1523937600 1020 60.722 21.027 -.49 1015.45 274.89 99.37 5.02 1015.9 273.95 100 3.5
 1 1523923200 1523941200 1020 59.779 21.375 -.03 1015.8 274.58 99.69 3.95 1016.2 272.55 100 5.8
 1 1523923200 1523941200 1020 60.178 19.987 8.41 1016.18 273.91 99.9 1.15 1016.6 272.05 100 1
 1 1523923200 1523941200 1020 60.454 22.179 10.7 1015.2 275.75 98.19 2.23 1015.7 273.15 99 .8
 1 1523923200 1523941200 1020 60.175 24.945 13.35 1013.26 279.29 97.63 3.15 1013.3 280.15 99 3.2
 1 1523923200 1523941200 1020 60.722 21.027 -.49 1015.55 274.91 99.91 4.82 1015.9 274.25 100 4.5
 1 1523923200 1523941200 1020 61.479 21.783 12.51 1014.49 275.26 98.77 1.4 1014.9 275.95 98 1.2
 1 1523923200 1523941200 1020 60.999 24.492 101.46 1013.57 278.25 99.01 2.53 1013.8 278.25 100 4.1
 1 1523923200 1523941200 1020 62.413 22.184 109.18 1013.34 276.38 99.74 2.2 1013.9 276.55 100 1.6
 1 1523923200 1523941200 1020 62.398 25.671 136.49 1012.51 276.51 98.9 .39 1013.2 277.95 100 1.1
 1 1523923200 1523941200 1020 63.099 21.64 6.41 1013.02 276.64 94.8 .7 1013.7 276.95 98 .6
 1 1523923200 1523941200 1020 62.535 24.217 174.48 1012.64 276.34 100 .49 1013.1 276.75 99 0
 1 1523923200 1523941200 1020 63.082 25.859 108.8 1012.97 277.56 99.45 1.5 1013.6 277.85 100 0
 1 1523923200 1523941200 1020 62.893 27.633 104.44 1013.87 276.19 98.42 1.31 1013.6 276.05 87 1.3
 1 1523923200 1523941200 1020 63.378 28.662 160.38 1014.55 276.2 98.68 1.68 1014.9 275.05 86 .9
 1 1523923200 1523941200 1020 62.77 30.975 139.92 1015.65 274.39 99.12 1.12 1015.4 276.15 67 1
 1 1523923200 1523941200 1020 63.844 23.125 10.53 1013.36 275.9 98.29 .86 1014 276.05 89 3.2
 1 1523923200 1523941200 1020 64.05 24.725 75.22 1013.63 275.76 98.94 1.63 1014.3 277.95 75 2
 1 1523923200 1523941200 1020 64.937 25.373 7.48 1014.77 273.9 98.93 1.05 1014.8 275.55 80 .7
 1 1523923200 1523941200 1020 65.4 26.963 122.13 1015.33 275.03 99.99 1.56 1015.3 274.35 72 .6
 1 1523923200 1523941200 1020 64.931 28.747 222.51 1015.04 276.03 98.24 .45 1014.8 275.85 85 0
 1 1523923200 1523941200 1020 65.847 24.174 10.94 1015.39 273.94 98.23 2.38 1015.7 270.95 81 .9
 1 1523923200 1523941200 1020 66.773 23.963 74.13 1016.81 273.73 91.5 2.21 1017.1 273.65 77 3.2
 1 1523923200 1523941200 1020 66.562 25.838 168.67 1016.41 274.16 98.34 2.54 NA 275.45 66 NA
 1 1523923200 1523941200 1020 67.367 26.629 194.67 1017.63 273.16 87.81 2.32 1018 274.45 74 2.2
 1 1523923200 1523941200 1020 66.716 27.159 214.43 1016.74 273.98 99.76 2.49 1016.5 277.95 56 2
 1 1523923200 1523941200 1020 66.834 28.674 206.6 1016.74 273.47 99.17 .8 1016.8 276.45 68 1.1
 1 1523923200 1523941200 1020 69.049 20.791 567.59 1019.12 269.41 86.63 1.41 1020.8 266.35 93 0
 1 1523923200 1523941200 1020 69.756 27.007 154.75 1019.6 269.93 88.84 .93 1019.7 272.75 74 1.3
 1 1523923200 1523941200 1020 68.849 28.299 144.27 1019.11 271.22 83.99 1.64 1019.6 270.35 99 .7
 1 1523923200 1523941200 1020 64.217 27.752 157.28 1014.99 275.23 98.46 1.74 1014.6 277.25 86 0
 1 1523923200 1523941200 1020 59.959 19.954 .07 1016.27 273.73 100 2.88 1016.4 272.45 100 2.4
 1 1523923200 1523941200 1020 60.301 19.131 .05 1016.29 273.38 100 1.86 1016.4 271.55 100 0
 1 1523923200 1523941200 1020 59.505 20.347 -.02 1016.38 273.27 100 3.37 1016.3 274.85 99 0
 1 1523923200 1523941200 1020 60.258 20.747 4.38 1015.78 274.86 99.74 3.19 1016.1 273.05 100 1.5
 1 1523923200 1523941200 1020 59.774 22.949 .15 1014.91 274.4 99.09 6.88 1015.3 273.85 100 6.8
 1 1523923200 1523941200 1020 60.327 24.957 53.08 1013.3 279.02 98.95 3.34 1013.5 280.25 100 4.1
 1 1523923200 1523941200 1020 59.931 24.014 .19 1014.03 276.62 98.62 4.28 1014.2 277.35 99 3
 1 1523923200 1523941200 1020 59.985 25.599 -.06 1012.92 276.19 100 4.58 1013.1 279.05 100 7.2
 1 1523923200 1523941200 1020 60.204 25.625 .48 1012.87 275.92 99.97 2.74 1013 278.15 99 3.8
 1 1523923200 1523941200 1020 60.375 26.959 -.27 1012.41 275.25 100 1.77 1012.6 277.35 97 1.4
 1 1523923200 1523941200 1020 60.275 26.445 -.33 1012.52 276.98 100 2.14 1012.8 276.95 100 3.2
 1 1523923200 1523941200 1020 60.287 27.185 -.05 1012.43 274.41 100 1.46 1012.1 275.55 93 3.4
 1 1523923200 1523941200 1020 60.814 23.498 114.38 1014.25 276.81 99.75 2.56 1014.8 275.95 100 1.2
 1 1523923200 1523941200 1020 61.418 23.618 113.6 1013.78 277.15 99.79 2.65 1014.2 277.05 100 2.1
 1 1523923200 1523941200 1020 60.962 25.631 83.13 1012.78 278.37 99.3 1.93 1012.9 279.55 100 0
 1 1523923200 1523941200 1020 61.044 28.151 85.21 1012.49 279.22 98.95 2.77 1013 278.95 87 2.1
 1 1523923200 1523941200 1020 61.689 27.202 117.9 1012.71 277.49 99.51 1.42 1013.1 277.85 99 .6
 1 1523923200 1523941200 1020 63.435 21.069 .08 1013.59 275.43 97.49 2.71 1014.4 274.65 92 1.9
 1 1523923200 1523941200 1020 63.12 23.044 44.24 1012.81 275.73 99.49 .71 1013 277.65 100 0
 1 1523923200 1523941200 1020 63.008 27.799 86.42 1014.11 275.13 98.56 1.49 1014.2 275.15 91 0
 1 1523923200 1523941200 1020 63.751 22.523 .07 1013.32 275.23 99.98 2.33 1013.9 275.65 90 NA
 1 1523923200 1523941200 1020 64.331 23.446 -.03 1014 274.16 100 4.05 1014.4 274.25 91 3.7
 1 1523923200 1523941200 1020 64.283 27.671 135.36 1014.87 275.94 99.32 1.81 1014.7 276.65 85 1
 1 1523923200 1523941200 1020 65.385 24.096 -.56 1014.94 271.21 100 3.55 1015 271.75 90 1.8
 1 1523923200 1523941200 1020 65.04 24.561 1.39 1014.72 271.61 99.4 1.57 1015.1 271.35 92 2.5
 1 1523923200 1523941200 1020 65.673 24.515 .39 1015.14 274.15 99.38 2.01 1015.3 271.55 77 4.1
 1 1523923200 1523941200 1020 68.613 27.419 155.74 1019.26 272.21 92.82 2.1 1019.2 272.65 86 2.1
 1 1523923200 1523941200 1020 63.142 31.044 197.59 1015.66 275.55 98.69 1.01 1014.8 278.85 49 2.6
 1 1523923200 1523941200 1020 64.112 28.336 155.57 1015.46 274.57 99.51 .62 1015.1 276.45 77 1
 1 1523923200 1523941200 1020 64.298 30.171 197.73 1015.59 275.61 99.24 1.48 1014.8 277.95 64 .6
 1 1523923200 1523941200 1020 64.612 23.897 -.03 1014.49 271.57 100 1.67 1014.4 275.05 83 5.5
 1 1523923200 1523941200 1020 64.684 25.089 50.28 1014.71 273.9 99.45 .79 1014.6 276.25 80 1.5
 1 1523923200 1523941200 1020 65.006 25.393 1.21 1014.77 273.66 98.76 1.06 1014.9 273.05 83 1.2
 1 1523923200 1523941200 1020 64.501 26.424 116.92 1014.64 275.22 98.08 1.76 1014.7 276.95 71 2
 1 1523923200 1523941200 1020 65.575 28.218 204.74 1015.88 273.85 98.77 1.5 NA 274.45 76 0
 1 1523923200 1523941200 1020 66.166 29.152 336.48 1015.96 275.09 94.8 3.21 NA 273.25 79 6.7
 1 1523923200 1523941200 1020 66.498 25.709 100.85 1016.37 274.47 98.08 2.2 1016.5 275.05 70 0
 1 1523923200 1523941200 1020 66.579 26.011 117.63 1016.48 274.18 98.34 2.14 1016.7 273.55 72 .8
 1 1523923200 1523941200 1020 67.286 28.177 187.64 1017.16 274.18 98.91 1.77 NA 275.95 67 .9
 1 1523923200 1523941200 1020 67.022 27.218 248.83 1016.98 273.76 95.8 1.97 1016.5 276.25 58 NA
