# COMMAND: Rscript --vanilla /metfark/config/splus/synop /lustre/storeA/project/nwp/fark/2018/04/19/meps_syno_002d.table /lustre/storeA/project/nwp/fark/
#
# TYPE:synop
#
# ATTRIBUTES:17
# _n:4
# title_string1:Mean Sea Level Pressure
# title_string2:Temperature 2m
# title_string3:Relative Humidity 2m
# title_string4:Wind Speed 10m
# axis_string1:MSLP (hPa)
# axis_string2:T2m (K)
# axis_string3:Rh2m (%)
# axis_string4:FF10m (m/s)
# file_string1:mslp
# file_string2:t2m
# file_string3:rh2m
# file_string4:ff10m
# Orientation:landscape
# Format:Jpeg
# Suffix:.jpg
# Version:1.0
#
# LEGENDS:1
# 1:MEPS 2.5km
#
# COLUMNS:15
# set:id
# cycle_epoch:round(time_ana,0.01)
# time_epoch:round(time_trg,0.01)
# obs_id:obs_sta
# lat_deg:round(lat,0.001)
# lon_deg:round(lon,0.001)
# altitude_meter:round(geopot/9.81,0.01)
# model_variable1:round(pres/100.0,0.01)
# model_variable2:round(t2m,0.01)
# model_variable3:round(rh*100,0.01)
# model_variable4:round(sqrt((wind_x*wind_x) + (wind_y*wind_y)),0.01)
# obs_variable1:round(obs_pres/100.0,0.01)
# obs_variable2:round(obs_t2m,0.01)
# obs_variable3:round(obs_rh,0.01)
# obs_variable4:round(obs_wspd,0.01)
#
# Data table
 set cycle_epoch time_epoch obs_id lat_deg lon_deg altitude_meter model_variable1 model_variable2 model_variable3 model_variable4 obs_variable1 obs_variable2 obs_variable3 obs_variable4
 1 1523966400 1523984400 1020 59.949 24.926 .09 1014.89 277.65 89.19 5.38 1014.9 279.95 89 7.9
 1 1523966400 1523984400 1020 60.647 23.806 118.15 1015.04 279 92.18 2.12 NA 277.65 96 1.5
 1 1523966400 1523984400 1020 60.509 24.654 105.29 1014.67 279.5 87.06 2.87 1015 279.15 89 NA
 1 1523966400 1523984400 1020 60.891 26.929 74.24 1012.96 280.42 89.8 2.23 1012.8 280.35 91 NA
 1 1523966400 1523984400 1020 60.527 27.673 14.14 1012.24 281.65 88.56 2.45 NA 281.55 89 3.3
 1 1523966400 1523984400 1020 61.198 28.473 68.82 1012.29 274.34 94.45 3.22 1011.8 278.45 81 2
 1 1523966400 1523984400 1020 62.51 24.808 218.26 1014.21 276.84 100 1.71 1014.2 276.85 99 4.2
 1 1523966400 1523984400 1020 60.628 25.193 72.98 1014.16 280.26 85.18 2.86 1013.9 280.75 81 2.8
 1 1523966400 1523984400 1020 60.116 20.298 2.85 1017.61 278.55 84.18 2.87 1017.6 281.75 74 5.8
 1 1523966400 1523984400 1020 60.291 24.568 80.6 1014.84 279.69 88 2.67 1014.7 279.25 90 3.4
 1 1523966400 1523984400 1020 60.178 24.787 11.95 1014.73 281.2 80.14 3.8 1014.6 280.95 80 5.5
 1 1523966400 1523984400 1020 60.304 25.549 7 1014.02 281.42 79.8 3.56 NA 282.15 74 2.5
 1 1523966400 1523984400 1020 59.844 23.248 -.06 1016.46 276.33 95.49 5.29 NA 278.45 84 NA
 1 1523966400 1523984400 1020 60.374 23.113 21.33 1015.75 279.8 80.26 3.25 NA 279.15 81 NA
 1 1523966400 1523984400 1020 60.244 24.05 56.84 1015.14 279.45 83.62 1.65 NA 278.85 89 NA
 1 1523966400 1523984400 1020 60.596 24.803 100.68 1014.52 279.65 87.13 3.56 1014.4 279.65 86 NA
 1 1523966400 1523984400 1020 61.115 24.324 88.47 1014.49 277.95 87.81 1.34 NA 278.05 93 NA
 1 1523966400 1523984400 1020 61.054 25.038 148.96 1014.2 278.77 90.73 2.99 NA 279.05 90 NA
 1 1523966400 1523984400 1020 60.696 26.811 33.41 1012.9 281.43 85.23 2.05 NA 281.25 90 NA
 1 1523966400 1523984400 1020 61.2 26.05 100.55 1013.55 278.79 88.13 2.44 NA 280.65 82 NA
 1 1523966400 1523984400 1020 62.183 22.8 161.33 1015.17 276.17 99.98 1.42 NA 276.65 100 NA
 1 1523966400 1523984400 1020 61.846 24.287 168.42 1014.34 276.79 100 2.12 NA 277.65 100 NA
 1 1523966400 1523984400 1020 61.86 24.815 133.46 1013.98 277.05 99.84 2.01 NA 278.45 99 NA
 1 1523966400 1523984400 1020 61.879 26.095 138.01 1013.39 277.21 99.99 1.23 NA 277.75 99 NA
 1 1523966400 1523984400 1020 62.235 30.347 112.18 1013.24 278.47 96.6 2.15 NA 278.25 83 NA
 1 1523966400 1523984400 1020 62.922 26.425 130.7 1014.19 277.25 99.11 2.16 NA 278.15 93 NA
 1 1523966400 1523984400 1020 64.143 25.423 115.05 1015.66 279.89 91.01 1.74 NA 281.35 66 NA
 1 1523966400 1523984400 1020 63.667 28.829 113.05 1015.32 276.74 98.06 1.24 NA 276.85 100 NA
 1 1523966400 1523984400 1020 64.664 28.057 308.05 1016.7 276.88 98.94 3.21 NA 277.65 90 2.9
 1 1523966400 1523984400 1020 66.37 29.312 238.58 1018.04 277.4 88.73 .81 NA 277.35 67 NA
 1 1523966400 1523984400 1020 66.32 29.4 277.98 1018.05 276.75 88.72 1.26 NA 278.75 57 2.1
 1 1523966400 1523984400 1020 66.53 24.65 105.24 1017.55 278.05 91.76 .65 NA 282.75 40 NA
 1 1523966400 1523984400 1020 67.652 24.902 183.34 1018.21 276.68 79 .59 NA 279.65 53 0
 1 1523966400 1523984400 1020 67.749 29.611 349.25 1018.03 275.65 91.78 .96 NA 279.25 50 NA
 1 1523966400 1523984400 1020 69.043 20.851 622.37 1017.76 274.34 73.44 1.46 NA 275.85 70 NA
 1 1523966400 1523984400 1020 69.141 27.266 159.35 1018.11 274.65 80.41 .96 NA 278.25 54 NA
 1 1523966400 1523984400 1020 69.582 28.894 115.47 1017.97 273.86 83.79 1.11 NA 275.75 69 1.5
 1 1523966400 1523984400 1020 69.757 27.012 160.78 1017.95 274.79 83.73 .73 NA 275.15 74 NA
 1 1523966400 1523984400 1020 61.522 28.185 84.85 1012.4 277.84 100 1.15 NA 281.05 70 3
 1 1523966400 1523984400 1020 61.501 23.765 96.22 1014.8 277.78 90.62 1.69 NA 278.15 92 NA
 1 1523966400 1523984400 1020 67.997 24.21 330.16 1018.25 275.59 82.8 1.21 NA 276.95 64 .7
 1 1523966400 1523984400 1020 66.171 29.136 324.53 1018.01 276.49 90.83 1.39 1017.3 280.35 50 NA
 1 1523966400 1523984400 1020 60.125 19.904 10.15 1017.8 279.25 80.17 3.04 1017.6 280.95 69 3.6
 1 1523966400 1523984400 1020 59.821 23.573 .44 1016.18 276.11 95.34 7.02 1015.7 276.45 94 5.8
 1 1523966400 1523984400 1020 60.464 23.65 111.66 1015.22 279.54 90.18 2.27 1015 279.35 88 1.5
 1 1523966400 1523984400 1020 60.105 24.975 .13 1014.69 278.49 84.43 5.29 1014.8 279.65 86 6.5
 1 1523966400 1523984400 1020 60.203 24.961 19.72 1014.55 281.53 77.95 4.1 1014.2 281.95 79 4.2
 1 1523966400 1523984400 1020 60.392 25.607 25.07 1013.95 281.13 80.24 2.56 1013.5 281.75 75 3.2
 1 1523966400 1523984400 1020 60.898 26.949 78.23 1012.96 280.37 90.37 2.23 1012.2 280.25 91 1.5
 1 1523966400 1523984400 1020 61.63 21.376 .22 1016.13 274.8 96.16 4.47 1015.8 275.75 98 5.5
 1 1523966400 1523984400 1020 61.855 24.805 134.06 1013.98 277.08 99.89 2.06 1013.7 277.85 100 2.6
 1 1523966400 1523984400 1020 61.946 28.931 97.82 1012.59 277.27 97.21 1.2 1012.6 280.25 71 1.5
 1 1523966400 1523984400 1020 62.66 29.612 108.83 1013.52 278.11 97.47 1.89 1014.2 276.85 93 3.6
 1 1523966400 1523984400 1020 63.951 22.845 .02 1016.88 274.93 100 5.31 1016.3 274.75 84 2.2
 1 1523966400 1523984400 1020 63.721 23.139 24.54 1016.51 275.54 97.92 2.35 1016 278.45 60 1.5
 1 1523966400 1523984400 1020 63.821 24.163 99.27 1015.71 279.35 96.57 1.25 1015.7 280.55 72 .9
 1 1523966400 1523984400 1020 63.841 27.221 191.51 1015.42 278.28 98.36 2.8 1015.8 279.95 87 1.9
 1 1523966400 1523984400 1020 65.02 24.728 11.28 1016.58 277.18 88.59 1.35 NA 280.45 54 1.5
 1 1523966400 1523984400 1020 64.666 24.407 2.98 1016.35 274.61 81.26 2.57 1016.6 276.15 76 4.6
 1 1523966400 1523984400 1020 65.78 24.579 20.68 1017.06 279.01 90.49 1.59 1016.7 283.35 36 2.6
 1 1523966400 1523984400 1020 65.977 26.368 158.97 1017.12 278.56 93.3 1.38 1017 280.15 56 0
 1 1523966400 1523984400 1020 67.987 24.243 316.82 1018.25 275.85 83.83 .84 1017.9 278.45 56 1.5
 1 1523966400 1523984400 1020 68.084 27.185 261.43 1018.24 275.26 84.85 1.07 1017.9 278.15 54 2.5
 1 1523966400 1523984400 1020 60.722 21.027 -.49 1017.19 274.9 97.6 4.67 1016.7 274.85 100 7
 1 1523966400 1523986800 1020 61.839 22.463 117.02 1015.6 276.57 99.8 1.67 1015.5 277.05 100 2
 1 1523966400 1523988000 1020 59.779 21.375 -.03 1017.85 274.1 100 5.2 1017.5 276.75 91 5
 1 1523966400 1523988000 1020 60.178 19.987 8.41 1018.29 275.8 93.79 2.25 1018.4 279.05 82 2.2
 1 1523966400 1523988000 1020 60.454 22.179 10.7 1016.72 276.53 89.46 3.02 1016.4 277.05 90 3
 1 1523966400 1523988000 1020 60.175 24.945 13.35 1014.98 280.53 81.24 2.71 1014.7 280.55 82 4.2
 1 1523966400 1523988000 1020 60.722 21.027 -.49 1017.12 275.42 95.33 5.91 1017.1 274.85 100 5.8
 1 1523966400 1523988000 1020 61.479 21.783 12.51 1016.36 275.33 96.54 2.5 1016.1 275.75 97 1.6
 1 1523966400 1523988000 1020 60.999 24.492 101.46 1014.62 279.08 87.08 2 1014.5 278.55 91 3.5
 1 1523966400 1523988000 1020 62.413 22.184 109.18 1016.05 276.72 97.74 1.83 1016.3 277.35 99 1.6
 1 1523966400 1523988000 1020 62.398 25.671 136.49 1014.06 276.2 99.56 2.07 1014.7 276.55 92 3.2
 1 1523966400 1523988000 1020 63.099 21.64 6.41 1016.92 275.43 93.91 3.02 1016.9 276.75 71 2.9
 1 1523966400 1523988000 1020 62.535 24.217 174.48 1014.77 276.82 99.96 1.51 1015.1 277.65 99 1.2
 1 1523966400 1523988000 1020 63.082 25.859 108.8 1014.87 277.57 97.64 1.77 1015.6 277.75 90 1.2
 1 1523966400 1523988000 1020 62.893 27.633 104.44 1014.08 276.81 95.42 2.42 1014.4 277.75 90 2.7
 1 1523966400 1523988000 1020 63.378 28.662 160.38 1015.09 276.8 99.1 2.07 1015.9 276.25 97 1.4
 1 1523966400 1523988000 1020 62.77 30.975 139.92 1014.54 277.91 89.72 2.4 1014.8 277.05 88 4
 1 1523966400 1523988000 1020 63.844 23.125 10.53 1016.96 274.92 99.06 2.44 1016.7 274.95 85 NA
 1 1523966400 1523988000 1020 64.05 24.725 75.22 1016.17 278.77 97.58 1.23 1016.4 278.55 78 2
 1 1523966400 1523988000 1020 64.937 25.373 7.48 1016.68 276.45 88.71 1.26 1016.5 277.05 76 .7
 1 1523966400 1523988000 1020 65.4 26.963 122.13 1017.1 276.95 96.43 1.24 1017.3 277.85 59 1.2
 1 1523966400 1523988000 1020 64.931 28.747 222.51 1017.33 276.3 94.66 1.61 1017.7 274.45 86 .8
 1 1523966400 1523988000 1020 65.847 24.174 10.94 1017.47 277.99 91.71 1.54 1017.3 278.65 57 .9
 1 1523966400 1523988000 1020 66.773 23.963 74.13 1018.01 276.54 94.13 .61 1017.5 278.75 55 1.3
 1 1523966400 1523988000 1020 66.562 25.838 168.67 1017.64 276.98 91.42 1 NA 279.55 51 NA
 1 1523966400 1523988000 1020 67.367 26.629 194.67 1018.01 274.89 91.96 .41 1018.1 277.45 61 0
 1 1523966400 1523988000 1020 66.716 27.159 214.43 1017.53 275.98 95.2 1.26 1017.9 276.35 67 .9
 1 1523966400 1523988000 1020 66.834 28.674 206.6 1017.74 276.08 96.23 1.43 1017.7 277.55 66 0
 1 1523966400 1523988000 1020 69.049 20.791 567.59 1018.15 273.67 74.18 1.44 1018.5 275.85 66 .7
 1 1523966400 1523988000 1020 69.756 27.007 154.75 1017.77 273.28 90.54 .3 1018 274.55 72 1.1
 1 1523966400 1523988000 1020 68.849 28.299 144.27 1018.08 272.68 86.13 .93 1017.8 273.75 80 .6
 1 1523966400 1523988000 1020 64.217 27.752 157.28 1016.53 277.27 96.02 1.7 1016.6 279.25 82 1.4
 1 1523966400 1523988000 1020 59.959 19.954 .07 1018.33 276.07 93.53 3.3 1018.2 279.75 82 5.8
 1 1523966400 1523988000 1020 60.301 19.131 .05 1018.74 273.68 100 2.73 1018.5 276.55 96 4.4
 1 1523966400 1523988000 1020 59.505 20.347 -.02 1018.57 273.76 100 2.68 1018 280.55 69 4.3
 1 1523966400 1523988000 1020 60.258 20.747 4.38 1018.01 274.23 99.92 4.78 1017.7 275.85 95 5.3
 1 1523966400 1523988000 1020 59.774 22.949 .15 1016.98 274.65 99.98 6.32 1016.8 275.55 94 9
 1 1523966400 1523988000 1020 60.327 24.957 53.08 1014.9 279.87 85.16 2.96 1014.7 279.95 84 6
 1 1523966400 1523988000 1020 59.931 24.014 .19 1015.7 277.32 91.59 5.17 1015.3 278.35 86 4
 1 1523966400 1523988000 1020 59.985 25.599 -.06 1014.8 277.07 90.34 5.64 1014.2 279.25 91 10.6
 1 1523966400 1523988000 1020 60.204 25.625 .48 1014.6 278.57 86.15 4.48 1014 279.35 84 5.4
 1 1523966400 1523988000 1020 60.375 26.959 -.27 1013.37 277.79 91.88 5.36 1013.1 278.65 93 4.4
 1 1523966400 1523988000 1020 60.275 26.445 -.33 1013.9 279.04 86.63 6.16 1013.5 280.05 88 5.5
 1 1523966400 1523988000 1020 60.287 27.185 -.05 1013.21 276.94 90.72 5.74 1012.4 278.05 91 8.3
 1 1523966400 1523988000 1020 60.814 23.498 114.38 1015.34 277.96 88.42 3.04 1015.3 277.85 96 2.3
 1 1523966400 1523988000 1020 61.418 23.618 113.6 1015.14 277.44 91.65 2.37 1015 277.35 99 1.5
 1 1523966400 1523988000 1020 60.962 25.631 83.13 1014.09 279.15 90.36 2.28 1013.8 280.05 85 2
 1 1523966400 1523988000 1020 61.044 28.151 85.21 1012.6 278.32 95.78 2.37 1011.9 280.15 95 2.6
 1 1523966400 1523988000 1020 61.689 27.202 117.9 1013.15 277.49 99.7 1.63 1012.9 279.05 98 2.1
 1 1523966400 1523988000 1020 63.435 21.069 .08 1017.69 274.23 99.91 6.88 1017.6 275.05 82 5.8
 1 1523966400 1523988000 1020 63.12 23.044 44.24 1015.77 277.53 92.75 3.31 1015.8 278.25 91 2.7
 1 1523966400 1523988000 1020 63.008 27.799 86.42 1014.33 276.34 95.35 2.17 1015.2 277.45 94 1.5
 1 1523966400 1523988000 1020 63.751 22.523 .07 1017.11 273.94 100 4.73 1016.7 274.45 87 NA
 1 1523966400 1523988000 1020 64.331 23.446 -.03 1016.92 274.13 84.42 4.42 1016.8 274.25 86 4.3
 1 1523966400 1523988000 1020 64.283 27.671 135.36 1016.57 277.11 96.59 1.75 1016.8 277.85 83 1.5
 1 1523966400 1523988000 1020 65.385 24.096 -.56 1017.19 274.49 84.85 3.22 1016.7 283.95 34 6.2
 1 1523966400 1523988000 1020 65.04 24.561 1.39 1016.85 274.3 85.24 1.49 1017 277.55 62 5.1
 1 1523966400 1523988000 1020 65.673 24.515 .39 1017.26 277.73 87.09 1.88 1017.1 281.15 45 4.3
 1 1523966400 1523988000 1020 68.613 27.419 155.74 1018 274.04 88.19 .48 1017.7 278.35 52 2.1
 1 1523966400 1523988000 1020 63.142 31.044 197.59 1015.31 277.11 94.42 2.48 1014.9 279.25 56 2.9
 1 1523966400 1523988000 1020 64.112 28.336 155.57 1016.37 276.46 98.08 1.87 1016.5 278.95 73 1.3
 1 1523966400 1523988000 1020 64.298 30.171 197.73 1016.52 276.46 99.55 1.7 1017.1 277.15 81 1
 1 1523966400 1523988000 1020 64.612 23.897 -.03 1016.91 273.77 86.19 3.11 1016.5 278.45 60 7.5
 1 1523966400 1523988000 1020 64.684 25.089 50.28 1016.58 277.17 95.4 1.3 1016.5 278.05 61 1.2
 1 1523966400 1523988000 1020 65.006 25.393 1.21 1016.71 276.61 84.03 1.37 1016.7 274.85 79 2
 1 1523966400 1523988000 1020 64.501 26.424 116.92 1016.55 277.35 97.33 2.16 1017 276.65 89 1.5
 1 1523966400 1523988000 1020 65.575 28.218 204.74 1017.59 276.12 97.65 1.17 NA 277.45 68 .8
 1 1523966400 1523988000 1020 66.166 29.152 336.48 1017.99 275 95.51 1.66 NA 278.45 54 5.3
 1 1523966400 1523988000 1020 66.498 25.709 100.85 1017.68 277.49 90 .72 1017.3 281.45 44 1.5
 1 1523966400 1523988000 1020 66.579 26.011 117.63 1017.64 276.71 94.74 .88 1017.7 276.35 66 0
 1 1523966400 1523988000 1020 67.286 28.177 187.64 1017.76 275.55 95.96 1 NA 277.35 62 0
 1 1523966400 1523988000 1020 67.022 27.218 248.83 1017.69 276.17 93.04 1.28 1017.4 279.45 50 NA
 1 1523966400 1523988000 1020 67.162 29.178 252.86 1017.92 274.6 94.72 .83 1018.3 273.55 82 0
 1 1523966400 1523988000 1020 68.063 24.033 493.56 1018.13 274.12 78.72 1.3 1019.1 274.95 82 4.6
 1 1523966400 1523988000 1020 67.973 24.116 402.09 1018.23 274.35 80.96 1.11 1017.5 278.05 55 2
 1 1523966400 1523988000 1020 68 24.24 304.35 1018.17 274.33 84.65 1.54 1018.1 279.05 54 1.1
 1 1523966400 1523988000 1020 68.17 25.783 275.2 1018.06 273.61 92.07 .7 NA 277.05 61 0
 1 1523966400 1523988000 1020 67.822 27.746 260.25 1018.08 272.71 86.9 .21 NA 273.95 77 0
 1 1523966400 1523988000 1020 68.415 27.413 319.58 1018.04 273.46 89.83 .32 NA 274.65 72 NA
 1 1523966400 1523988000 1020 68.434 27.444 336.86 1018.02 273.44 88.57 .97 1017.8 276.95 53 3.3
 1 1523966400 1523988000 1020 68.478 28.301 183.52 1017.99 273.89 89.18 .62 1017.3 279.35 49 1.2
 1 1523966400 1523988000 1020 68.603 23.576 392.99 1018.18 272.99 88.9 1.21 1018.2 275.75 66 1.6
 1 1523966400 1523988000 1020 68.903 25.736 234.91 1017.99 273.78 87.26 .92 1018 275.55 65 1.3
 1 1523966400 1523988000 1020 70.082 27.897 112.16 1017.7 272.84 90.24 1.29 1018 272.65 80 .6
 1 1523966400 1523988000 1020 69.072 27.493 128.61 1017.89 272.46 83.67 1.16 NA 274.35 73 1.2
 1 1523966400 1523988000 1020 69.049 27.757 121.49 1017.93 272.5 79.67 1.66 1017.3 275.45 65 2.9
 1 1523966400 1523988000 1020 61.145 21.303 -.1 1016.9 274.28 96.66 5.13 1016.8 274.85 99 6.8
 1 1523966400 1523988000 1020 61.253 22.346 45.06 1015.99 276.02 94.04 3.01 1015.9 276.35 97 2.8
 1 1523966400 1523988000 1020 61.466 23.747 100.12 1015.04 277.48 93.56 2.15 1014.9 277.85 98 NA
 1 1523966400 1523988000 1020 61.265 25.52 84.9 1014.1 276.71 91.61 2.15 1013.8 276.75 95 2.6
 1 1523966400 1523988000 1020 61.217 25.133 148.76 1014.41 277.72 94.99 2.71 1014.6 277.75 95 2
 1 1523966400 1523988000 1020 61.039 28.564 47.78 1012.34 277.97 99.62 2.74 1011.9 280.75 75 .7
 1 1523966400 1523988000 1020 61.058 28.209 82.14 1012.58 278.25 94.35 2.52 1011.9 280.25 95 1.3
 1 1523966400 1523988000 1020 61.445 29.461 72.16 1012.43 276.7 98.97 .98 1012.6 277.05 90 1.9
 1 1523966400 1523988000 1020 62.334 21.191 .34 1016.57 275.8 96.2 3.61 1016.7 275.35 99 3.9
 1 1523966400 1523988000 1020 62.203 21.17 .11 1016.6 275.18 95.18 5.12 1016.7 275.85 92 6.9
 1 1523966400 1523988000 1020 61.839 22.464 117.06 1015.67 276.5 99.75 1.69 1015.7 276.65 100 2
 1 1523966400 1523988000 1020 62.328 23.542 147.26 1015.03 276.44 99.96 1.91 NA 277.35 100 2.1
 1 1523966400 1523988000 1020 61.518 23.754 96.63 1015.04 276.56 94.43 2.11 1015 276.95 100 2.7
 1 1523966400 1523988000 1020 61.704 25.505 86.91 1013.89 275.65 100 2.62 NA 277.55 NA 3.1
 1 1523966400 1523988000 1020 61.892 27.885 91.4 1012.99 276.7 99.92 .93 1012.9 279.95 70 2.2
 1 1523966400 1523988000 1020 62.322 27.908 82.51 1013.18 276.8 98.82 1.35 1013.6 277.15 86 3.4
 1 1523966400 1523988000 1020 62.063 28.566 65.09 1012.95 275.87 93.65 1.33 1013.3 276.65 85 5.6
 1 1523966400 1523988000 1020 61.802 29.315 70.69 1012.74 275.68 89.94 1.34 1012.7 278.65 83 NA
 1 1523966400 1523988000 1020 62.934 21.185 1.13 1017.03 275.6 94.48 4.26 1017.1 276.05 74 5.2
 1 1523966400 1523988000 1020 62.978 20.74 -.27 1017.39 275.07 99.55 8.18 1017.4 275.25 83 5.8
 1 1523966400 1523988000 1020 62.938 22.489 40.62 1016.19 276.58 94.02 2.87 1016.5 276.05 99 1.1
 1 1523966400 1523988000 1020 63.446 24.444 166.65 1015.54 279.13 97.22 1.64 NA 277.75 86 0
 1 1523966400 1523988000 1020 63.089 24.261 188.61 1015.3 278.28 99.43 1.78 1015.8 278.45 97 NA
 1 1523966400 1523988000 1020 63.143 27.313 83.71 1014.73 276.19 96.9 2.29 1015.3 277.35 91 3
 1 1523966400 1523988000 1020 62.799 27.905 78.26 1013.81 276.53 94.73 2.68 1014.2 277.35 91 2.6
 1 1523966400 1523988000 1020 63.232 29.234 123.49 1015.06 275.79 97.95 .79 NA 275.55 97 0
 1 1523966400 1523988000 1020 62.546 29.668 62.31 1013.6 276.78 90.46 2.62 1014 275.65 95 5.7
 1 1523966400 1523988000 1020 62.602 29.724 70.74 1013.7 277.9 92.83 2.33 1014.6 277.25 88 NA
 1 1523966400 1523988000 1020 63.321 30.046 99.75 1015.02 277.48 96.59 2.21 NA 275.15 100 0
 1 1523966400 1523988000 1020 63.736 25.706 157.82 1015.75 278.82 97.58 1.91 1016.3 278.05 87 .8
 1 1523966400 1523988000 1020 60.112 21.698 1.58 1017.32 275.84 93.21 3.47 1016.9 277.65 99 5.9
 1 1523966400 1523988000 1020 60.387 22.552 10.28 1016.49 276.56 90.36 2.55 1016 278.05 83 NA
 1 1523966400 1523988000 1020 59.869 22.193 .19 1017.41 274.85 99.64 5.37 NA 276.65 91 6
 1 1523966400 1523988000 1020 59.809 22.912 .27 1016.97 274.71 99.84 5.85 1016.6 275.55 95 7.3
 1 1523966400 1523988000 1020 60.378 22.096 -.34 1016.87 275.54 94.51 3.62 1016.5 276.55 91 3.9
 1 1523966400 1523988000 1020 60.171 22.758 28.15 1016.6 276.23 92.16 3.11 NA 278.55 82 2.4
 1 1523966400 1523988000 1020 60.419 24.399 67.6 1015.09 279.09 92.3 1.39 1014.7 279.25 94 2.7
 1 1523966400 1523988000 1020 59.92 24.35 .29 1015.53 277.11 92.8 6.85 NA 277.85 91 7.3
 1 1523966400 1523988000 1020 59.949 24.926 .09 1015.22 277.56 90.4 4.8 1015.1 278.95 91 7
 1 1523966400 1523988000 1020 60.647 23.806 118.15 1015.17 278.01 95.01 2.36 NA 277.55 96 2.2
 1 1523966400 1523988000 1020 60.509 24.654 105.29 1014.95 278.64 90.42 1.98 1015.3 278.45 91 NA
 1 1523966400 1523988000 1020 60.891 26.929 74.24 1013.29 279.62 91.46 2.11 1013 280.25 89 NA
 1 1523966400 1523988000 1020 60.527 27.673 14.14 1012.7 280.91 91.19 2.54 NA 281.05 90 3.2
 1 1523966400 1523988000 1020 61.198 28.473 68.82 1012.45 274.31 96.61 3.77 1012.1 278.15 84 0
 1 1523966400 1523988000 1020 62.51 24.808 218.26 1014.4 276.92 100 2.26 1014.8 277.05 99 3.7
 1 1523966400 1523988000 1020 60.628 25.193 72.98 1014.53 279.44 88.63 1.96 1014.2 279.65 86 1.8
 1 1523966400 1523988000 1020 60.116 20.298 2.85 1018.06 277.21 88.62 2.68 1018.1 280.05 84 4.4
 1 1523966400 1523988000 1020 60.291 24.568 80.6 1015.09 278.8 93.3 1.62 1014.9 278.65 93 2.3
 1 1523966400 1523988000 1020 60.178 24.787 11.95 1015.03 280.57 83.67 2.47 1014.7 280.55 83 4.2
 1 1523966400 1523988000 1020 60.304 25.549 7 1014.54 280.41 84.07 3.21 NA 281.45 79 6.5
 1 1523966400 1523988000 1020 59.844 23.248 -.06 1016.58 275.78 98.38 4.91 NA 276.55 92 NA
 1 1523966400 1523988000 1020 60.374 23.113 21.33 1016.03 278.32 84.62 3.04 NA 278.55 84 NA
 1 1523966400 1523988000 1020 60.244 24.05 56.84 1015.35 278.42 84.29 1.93 NA 278.85 88 NA
 1 1523966400 1523988000 1020 60.596 24.803 100.68 1014.81 278.79 90.23 2.62 1014.6 278.95 90 NA
 1 1523966400 1523988000 1020 61.115 24.324 88.47 1014.66 277.54 89.45 1.8 NA 277.65 97 NA
 1 1523966400 1523988000 1020 61.054 25.038 148.96 1014.47 278.18 92.14 2.26 NA 278.35 93 NA
 1 1523966400 1523988000 1020 60.696 26.811 33.41 1013.38 280.57 86.26 2.76 NA 281.05 91 NA
 1 1523966400 1523988000 1020 62.183 22.8 161.33 1015.42 276.41 99.97 1.98 NA 276.75 100 NA
 1 1523966400 1523988000 1020 61.846 24.287 168.42 1014.5 276.51 100 2.09 NA 277.45 100 NA
 1 1523966400 1523988000 1020 61.86 24.815 133.46 1014.17 276.7 99.84 1.95 NA 278.15 99 NA
 1 1523966400 1523988000 1020 61.879 26.095 138.01 1013.6 276.81 99.99 1.39 NA 277.35 99 NA
 1 1523966400 1523988000 1020 62.235 30.347 112.18 1013.33 277.97 97.08 1.93 NA 277.95 83 NA
 1 1523966400 1523988000 1020 62.922 26.425 130.7 1014.47 277.19 98.86 2.76 NA 276.85 96 NA
 1 1523966400 1523988000 1020 64.143 25.423 115.05 1016.16 278.32 96.3 1.27 NA 279.05 75 NA
 1 1523966400 1523988000 1020 63.667 28.829 113.05 1015.59 276.68 97.89 1.37 NA 276.65 100 NA
 1 1523966400 1523988000 1020 64.664 28.057 308.05 1016.98 276.38 99.44 2.89 NA 276.45 94 2.8
 1 1523966400 1523988000 1020 66.37 29.312 238.58 1018.02 275.45 96.78 .66 NA 274.85 74 NA
 1 1523966400 1523988000 1020 66.32 29.4 277.98 1018.04 275.39 92.96 1.19 NA 275.35 71 1.8
 1 1523966400 1523988000 1020 66.53 24.65 105.24 1017.88 275.99 96.77 .36 NA 281.35 42 NA
 1 1523966400 1523988000 1020 67.652 24.902 183.34 1018.26 275.11 85.52 .85 NA 276.75 64 0
 1 1523966400 1523988000 1020 67.749 29.611 349.25 1017.86 274.28 93.84 1.28 NA 276.95 59 NA
 1 1523966400 1523988000 1020 69.043 20.851 622.37 1018.06 273.62 73.69 2.08 NA 275.55 69 NA
 1 1523966400 1523988000 1020 69.141 27.266 159.35 1017.8 273.18 85.9 1.01 NA 276.05 64 NA
 1 1523966400 1523988000 1020 69.582 28.894 115.47 1017.73 272.53 87.47 1.15 NA 274.15 76 1.1
 1 1523966400 1523988000 1020 69.757 27.012 160.78 1017.77 273.25 90.19 .31 NA 273.85 78 NA
 1 1523966400 1523988000 1020 61.522 28.185 84.85 1012.65 277.49 100 1.35 NA 280.25 76 2.9
 1 1523966400 1523988000 1020 61.501 23.765 96.22 1015.03 277.17 93.19 1.91 NA 277.95 94 NA
 1 1523966400 1523988000 1020 67.997 24.21 330.16 1018.16 274.31 84.1 1.96 NA 273.35 79 0
