# COMMAND: Rscript --vanilla /metfark/config/splus/temp /lustre/storeA/project/nwp/fark/2018/04/19/meps_temp_002d.table /lustre/storeA/project/nwp/fark/2018/04/19/meps_temp_002d/
#
# TYPE:temp
#
# ATTRIBUTES:14
# _n:3
# title_string1:Temperature
# title_string2:Relative Humidity
# title_string3:Wind Speed
# axis_string1:T (K)
# axis_string2:Rh (%)
# axis_string3:FF (m/s)
# file_string1:t
# file_string2:rh
# file_string3:ff
# Orientation:landscape
# Format:Jpeg
# Suffix:.jpg
# Version:1.0
#
# LEGENDS:1
# 1:MEPS 2.5km
#
# COLUMNS:14
# set:id
# cycle_epoch:round(time_ana,0.01)
# time_epoch:round(time_trg,0.01)
# obs_id:obs_wmo*1000 + obs_id
# lat_deg:round(lat,0.001)
# lon_deg:round(lon,0.001)
# pressure_hpa:round(pres,0.01)
# altitude_meter:round(geopot/9.81,0.1)
# model_variable1:round(temp,0.01)
# model_variable2:round(rh*100,0.01)
# model_variable3:round(sqrt((wind_x*wind_x) + (wind_y*wind_y)),0.01)
# obs_variable1:round(obs_temp,0.01)
# obs_variable2:round(obs_rh,0.01)
# obs_variable3:round(obs_wspd,0.01)
#
# Data table
 set cycle_epoch time_epoch obs_id lat_deg lon_deg pressure_hpa altitude_meter model_variable1 model_variable2 model_variable3 obs_variable1 obs_variable2 obs_variable3
 1 1523923200 1524052800 26063 59.95 30.7 210 53.2 221.28 11.37 13.85 NA NA 21
 1 1523923200 1524052800 26063 59.95 30.7 206 53.2 221.41 9.65 14.23 219.7 209.7 NA
 1 1523923200 1524052800 26063 59.95 30.7 200 53.2 221.61 7.08 14.78 220.9 210.9 18
 1 1523923200 1524052800 26063 59.95 30.7 198 53.2 221.56 6.9 14.81 NA NA 17
 1 1523923200 1524052800 26063 59.95 30.7 173 53.2 220.95 4.63 15.23 NA NA 15
 1 1523923200 1524052800 26063 59.95 30.7 152 53.2 220.43 2.72 15.71 NA NA 14
 1 1523923200 1524052800 26063 59.95 30.7 150 53.2 220.38 2.54 15.76 219.3 208.3 14
 1 1523923200 1524052800 26063 59.95 30.7 140 53.2 219.7 2.5 15.24 221.1 209.1 NA
 1 1523923200 1524052800 26063 59.95 30.7 107 53.2 217.45 2.39 13.52 NA NA 13
 1 1523923200 1524052800 26063 59.95 30.7 101 53.2 217.05 2.37 13.21 216.7 203.7 NA
 1 1523923200 1524052800 26063 59.95 30.7 100 53.2 216.98 2.37 13.16 216.7 203.7 13
 1 1523923200 1524052800 26063 59.95 30.7 93.9 53.2 216.7 2.3 12.11 NA NA 13
 1 1523923200 1524052800 26063 59.95 30.7 70 53.2 215.61 2 8.08 215.5 202.5 12
 1 1523923200 1524052800 26063 59.95 30.7 63.3 53.2 215.3 1.92 7 NA NA 10
 1 1523923200 1524052800 26063 59.95 30.7 55.8 53.2 214.96 1.83 5.84 NA NA 8
 1 1523923200 1524052800 26063 59.95 30.7 50 53.2 214.69 1.76 5.01 215.3 202.3 5
 1 1523923200 1524052800 26298 57.88 34.03 1000 178.2 277.35 95.4 4.64 NA NA NA
 1 1523923200 1524052800 26298 57.88 34.03 988 178.2 276.74 96.12 5.76 279.2 277.4 3
 1 1523923200 1524052800 26298 57.88 34.03 925 178.2 273.48 99.9 11.87 275.4 274 7
 1 1523923200 1524052800 26298 57.88 34.03 922 178.2 273.42 99.91 11.63 NA NA 7
 1 1523923200 1524052800 26298 57.88 34.03 911 178.2 273.21 99.92 10.77 274.6 273.3 NA
 1 1523923200 1524052800 26298 57.88 34.03 875 178.2 272.5 99.97 8.29 NA NA 3
 1 1523923200 1524052800 26298 57.88 34.03 850 178.2 272 100 7.08 275.8 273.9 4
 1 1523923200 1524052800 26298 57.88 34.03 844 178.2 272.05 100 7.02 275.6 273.6 NA
 1 1523923200 1524052800 26298 57.88 34.03 802 178.2 272.37 100 7.01 NA NA 4
 1 1523923200 1524052800 26298 57.88 34.03 782 178.2 271.78 99.73 6.72 NA NA 3
 1 1523923200 1524052800 26298 57.88 34.03 739 178.2 270.32 99.09 6.01 NA NA 2
 1 1523923200 1524052800 26298 57.88 34.03 721 178.2 269.71 98.83 5.71 NA NA 3
 1 1523923200 1524052800 26298 57.88 34.03 700 178.2 269 98.51 5.36 268.1 264.7 4
 1 1523923200 1524052800 26298 57.88 34.03 678 178.2 267.25 98.68 5.22 267.5 264.2 NA
 1 1523923200 1524052800 26298 57.88 34.03 598 178.2 260.86 99.27 4.82 NA NA 7
 1 1523923200 1524052800 26298 57.88 34.03 558 178.2 257.67 99.57 4.7 NA NA 8
 1 1523923200 1524052800 26298 57.88 34.03 554 178.2 257.35 99.6 4.7 257.3 249.3 NA
 1 1523923200 1524052800 26298 57.88 34.03 502 178.2 253.2 99.98 4.65 252.7 244.7 NA
 1 1523923200 1524052800 26298 57.88 34.03 500 178.2 253.04 100 4.65 252.5 244.5 5
 1 1523923200 1524052800 26298 57.88 34.03 496 178.2 252.54 99.81 4.57 NA NA 5
 1 1523923200 1524052800 26298 57.88 34.03 409 178.2 241.62 95.71 3.62 NA NA 8
 1 1523923200 1524052800 26298 57.88 34.03 400 178.2 240.49 95.28 3.66 239.1 233.1 8
 1 1523923200 1524052800 26298 57.88 34.03 338 178.2 229.78 98.06 6.7 NA NA 7
 1 1523923200 1524052800 26298 57.88 34.03 317 178.2 226.15 99 7.77 NA NA 6
 1 1523923200 1524052800 26298 57.88 34.03 308 178.2 224.6 99.4 8.23 223.9 217.9 NA
 1 1523923200 1524052800 26298 57.88 34.03 303 178.2 223.73 99.63 8.48 223.5 217.5 9
 1 1523923200 1524052800 26298 57.88 34.03 300 178.2 223.22 99.76 8.63 223.7 217.7 9
 1 1523923200 1524052800 26298 57.88 34.03 279 178.2 223.13 63.59 7.47 NA NA 9
 1 1523923200 1524052800 26298 57.88 34.03 262 178.2 223.06 34.3 8.1 NA NA 13
 1 1523923200 1524052800 26298 57.88 34.03 250 178.2 223.01 13.63 9.28 223.3 215.3 12
 1 1523923200 1524052800 26298 57.88 34.03 202 178.2 222.64 5.27 11.43 NA NA 14
 1 1523923200 1524052800 26298 57.88 34.03 200 178.2 222.62 4.92 11.52 222.5 210.5 14
 1 1523923200 1524052800 26298 57.88 34.03 189 178.2 222.25 4.32 12.04 NA NA 15
 1 1523923200 1524052800 26298 57.88 34.03 163 178.2 221.38 2.91 13.29 221.9 209.9 NA
 1 1523923200 1524052800 26298 57.88 34.03 150 178.2 220.94 2.2 13.92 220.9 208.9 13
 1 1523923200 1524052800 26298 57.88 34.03 141 178.2 220.11 2.28 13.72 NA NA 15
 1 1523923200 1524052800 26298 57.88 34.03 123 178.2 218.45 2.42 13.35 NA NA 14
 1 1523923200 1524052800 26298 57.88 34.03 121 178.2 218.26 2.44 13.31 217.1 204.1 14
 1 1523923200 1524052800 26298 57.88 34.03 108 178.2 217.06 2.54 13.09 NA NA 12
 1 1523923200 1524052800 26298 57.88 34.03 100 178.2 216.32 2.61 12.97 215.9 202.9 12
 1 1523923200 1524052800 26298 57.88 34.03 95.1 178.2 216.13 2.53 12.24 NA NA 12
 1 1523923200 1524052800 26298 57.88 34.03 70 178.2 215.18 2.14 8.64 216.1 203.1 11
 1 1523923200 1524052800 26298 57.88 34.03 56.4 178.2 214.67 1.93 6.83 NA NA 7
 1 1523923200 1524052800 26298 57.88 34.03 50 178.2 214.43 1.83 6.05 215.1 202.1 7
 1 1523923200 1524052800 26477 56.35 30.62 1000 105.6 279.8 84.97 6.89 281.8 276.8 5
 1 1523923200 1524052800 26477 56.35 30.62 954 105.6 276.64 94.14 11.91 279.8 273.8 NA
 1 1523923200 1524052800 26477 56.35 30.62 925 105.6 274.65 99.93 15.14 275.2 271.6 15
 1 1523923200 1524052800 26477 56.35 30.62 909 105.6 273.92 98.92 15.4 NA NA 16
 1 1523923200 1524052800 26477 56.35 30.62 884 105.6 272.78 97.34 15.94 NA NA 17
 1 1523923200 1524052800 26477 56.35 30.62 880 105.6 272.59 97.09 16.04 272.5 269.6 NA
 1 1523923200 1524052800 26477 56.35 30.62 859 105.6 271.63 95.76 16.62 NA NA 15
 1 1523923200 1524052800 26477 56.35 30.62 850 105.6 271.22 95.19 16.9 273.4 270.5 15
 1 1523923200 1524052800 26477 56.35 30.62 828 105.6 269.9 96.67 17.08 273.4 270.7 NA
 1 1523923200 1524052800 26477 56.35 30.62 817 105.6 269.25 97.4 17.18 273.6 270.7 NA
 1 1523923200 1524052800 26477 56.35 30.62 700 105.6 263.22 97.73 18.34 267.5 262.7 15
 1 1523923200 1524052800 26477 56.35 30.62 663 105.6 260.37 90.69 18.12 264.7 259.7 NA
 1 1523923200 1524052800 26477 56.35 30.62 643 105.6 258.83 86.89 18 266.1 260.1 NA
 1 1523923200 1524052800 26477 56.35 30.62 630 105.6 257.82 84.42 17.93 NA NA 18
 1 1523923200 1524052800 26477 56.35 30.62 627 105.6 257.59 83.84 17.91 264.9 258.9 NA
 1 1523923200 1524052800 26477 56.35 30.62 620 105.6 257.05 82.51 17.87 262.1 254.1 NA
 1 1523923200 1524052800 26477 56.35 30.62 575 105.6 253.58 73.96 17.63 259.5 250.5 NA
 1 1523923200 1524052800 26477 56.35 30.62 565 105.6 252.81 72.05 17.58 257.5 248.5 NA
 1 1523923200 1524052800 26477 56.35 30.62 548 105.6 251.5 68.82 17.5 257.9 247.9 NA
 1 1523923200 1524052800 26477 56.35 30.62 542 105.6 251.03 67.68 17.47 255.3 244.3 NA
 1 1523923200 1524052800 26477 56.35 30.62 539 105.6 250.8 67.11 17.46 254.9 243.9 NA
 1 1523923200 1524052800 26477 56.35 30.62 533 105.6 250.34 65.97 17.43 255.7 244.7 NA
 1 1523923200 1524052800 26477 56.35 30.62 518 105.6 249.18 63.11 17.36 253.1 243.1 NA
 1 1523923200 1524052800 26477 56.35 30.62 502 105.6 247.95 60.07 17.29 NA NA 19
 1 1523923200 1524052800 26477 56.35 30.62 500 105.6 247.79 59.69 17.29 251.7 241.7 19
 1 1523923200 1524052800 26477 56.35 30.62 463 105.6 246.01 39.19 16.97 248.1 240.1 NA
 1 1523923200 1524052800 26477 56.35 30.62 400 105.6 242.97 4.27 16.58 239.5 230.5 20
 1 1523923200 1524052800 26477 56.35 30.62 376 105.6 240.33 4.9 17.29 235.7 226.7 NA
 1 1523923200 1524052800 26477 56.35 30.62 375 105.6 240.22 4.92 17.32 234.5 224.5 NA
 1 1523923200 1524052800 26477 56.35 30.62 367 105.6 239.33 5.13 17.56 NA NA 21
 1 1523923200 1524052800 26477 56.35 30.62 362 105.6 238.78 5.27 17.71 233.9 223.9 NA
 1 1523923200 1524052800 26477 56.35 30.62 358 105.6 238.34 5.37 17.84 231.9 222.9 NA
 1 1523923200 1524052800 26477 56.35 30.62 343 105.6 236.69 5.76 18.3 NA NA 22
 1 1523923200 1524052800 26477 56.35 30.62 337 105.6 236.02 5.92 18.49 228.3 218.3 NA
 1 1523923200 1524052800 26477 56.35 30.62 300 105.6 231.94 6.89 19.68 225.5 214.5 31
 1 1523923200 1524052800 26477 56.35 30.62 296 105.6 231.53 6.96 19.91 224.9 213.9 31
 1 1523923200 1524052800 26477 56.35 30.62 266 105.6 228.41 7.47 21.64 NA NA 35
 1 1523923200 1524052800 26477 56.35 30.62 250 105.6 226.74 7.74 22.58 223.3 210.3 28
 1 1523923200 1524052800 26477 56.35 30.62 200 105.6 223.18 4.71 20.54 221.9 207.9 21
 1 1523923200 1524052800 26477 56.35 30.62 175 105.6 221.75 3.89 19.19 220.3 206.3 NA
 1 1523923200 1524052800 26477 56.35 30.62 169 105.6 221.41 3.69 18.87 NA NA 16
 1 1523923200 1524052800 26477 56.35 30.62 158 105.6 220.78 3.33 18.28 NA NA 14
 1 1523923200 1524052800 26477 56.35 30.62 156 105.6 220.67 3.27 18.17 221.9 207.9 NA
 1 1523923200 1524052800 26477 56.35 30.62 150 105.6 220.33 3.07 17.85 219.7 205.7 15
 1 1523923200 1524052800 26477 56.35 30.62 147 105.6 220.04 3.06 17.54 218.7 204.7 15
 1 1523923200 1524052800 26477 56.35 30.62 134 105.6 218.77 3.01 16.2 NA NA 14
 1 1523923200 1524052800 26477 56.35 30.62 104 105.6 215.85 2.9 13.23 NA NA 14
 1 1523923200 1524052800 26477 56.35 30.62 100 105.6 215.46 2.89 12.85 214.3 200.3 13
 1 1523923200 1524052800 26477 56.35 30.62 90.9 105.6 215.13 2.74 11.33 NA NA 12
 1 1523923200 1524052800 26477 56.35 30.62 89.7 105.6 215.08 2.72 11.13 214.1 200.1 NA
 1 1523923200 1524052800 26477 56.35 30.62 70.1 105.6 214.36 2.39 7.99 NA NA 9
 1 1523923200 1524052800 26477 56.35 30.62 70 105.6 214.36 2.39 7.98 214.3 200.3 9
 1 1523923200 1524052800 26477 56.35 30.62 61.6 105.6 214.05 2.24 6.73 NA NA 7
 1 1523923200 1524052800 26477 56.35 30.62 54 105.6 213.77 2.12 5.71 NA NA 7
 1 1523923200 1524052800 26477 56.35 30.62 50 105.6 213.62 2.05 5.23 213.9 199.9 7
 1 1523923200 1524052800 26702 54.73 20.57 1000 17.4 282.63 82.05 8.26 285.2 276.2 9
 1 1523923200 1524052800 26702 54.73 20.57 985 17.4 282 80.52 8.87 283.4 274.4 NA
 1 1523923200 1524052800 26702 54.73 20.57 925 17.4 279.47 74.39 12 280.2 273.2 12
 1 1523923200 1524052800 26702 54.73 20.57 892 17.4 278.4 57.29 12.68 276.8 269.8 NA
 1 1523923200 1524052800 26702 54.73 20.57 859 17.4 277.33 40.2 13.52 NA NA 15
 1 1523923200 1524052800 26702 54.73 20.57 850 17.4 277.04 35.54 13.77 275.8 266.8 16
 1 1523923200 1524052800 26702 54.73 20.57 847 17.4 276.97 35.97 13.97 275.6 266.6 NA
 1 1523923200 1524052800 26702 54.73 20.57 836 17.4 276.71 37.53 14.69 275.6 266.6 NA
 1 1523923200 1524052800 26702 54.73 20.57 786 17.4 275.15 48.94 17.47 276 272.4 NA
 1 1523923200 1524052800 26702 54.73 20.57 775 17.4 274.59 53.87 17.79 276.2 271.2 NA
 1 1523923200 1524052800 26702 54.73 20.57 766 17.4 274.13 57.9 18.05 NA NA 21
 1 1523923200 1524052800 26702 54.73 20.57 743 17.4 272.96 68.21 18.71 NA NA 21
 1 1523923200 1524052800 26702 54.73 20.57 718 17.4 271.69 79.42 19.43 271.1 266.6 NA
 1 1523923200 1524052800 26702 54.73 20.57 700 17.4 270.78 87.49 19.95 270.7 266.4 18
 1 1523923200 1524052800 26702 54.73 20.57 687 17.4 269.91 85.13 20.56 270.9 265.9 NA
 1 1523923200 1524052800 26702 54.73 20.57 605 17.4 264.44 70.27 24.53 NA NA 19
 1 1523923200 1524052800 26702 54.73 20.57 587 17.4 263.24 67.01 25.42 NA NA 17
 1 1523923200 1524052800 26702 54.73 20.57 579 17.4 262.71 65.56 25.81 262.3 255.3 NA
 1 1523923200 1524052800 26702 54.73 20.57 565 17.4 261.78 63.02 26.51 261.9 254.9 NA
 1 1523923200 1524052800 26702 54.73 20.57 558 17.4 261.31 61.75 26.85 262.1 250.1 NA
 1 1523923200 1524052800 26702 54.73 20.57 550 17.4 260.78 60.3 27.25 261.3 246.3 NA
 1 1523923200 1524052800 26702 54.73 20.57 518 17.4 258.64 54.5 28.85 NA NA 22
 1 1523923200 1524052800 26702 54.73 20.57 504 17.4 257.71 51.97 29.55 NA NA 29
 1 1523923200 1524052800 26702 54.73 20.57 500 17.4 257.44 51.24 29.76 257.1 245.1 28
 1 1523923200 1524052800 26702 54.73 20.57 476 17.4 254.58 49.22 30.42 255.5 241.5 NA
 1 1523923200 1524052800 26702 54.73 20.57 429 17.4 248.96 45.28 31.73 249.9 231.9 NA
 1 1523923200 1524052800 26702 54.73 20.57 426 17.4 248.61 45.03 31.81 248.1 230.1 NA
 1 1523923200 1524052800 26702 54.73 20.57 400 17.4 245.5 42.84 32.54 246.5 228.5 32
 1 1523923200 1524052800 26702 54.73 20.57 399 17.4 245.34 42.86 32.59 246.5 228.5 NA
 1 1523923200 1524052800 26702 54.73 20.57 377 17.4 241.88 43.17 33.52 242.9 226.9 NA
 1 1523923200 1524052800 26702 54.73 20.57 373 17.4 241.25 43.23 33.69 240.3 225.3 NA
 1 1523923200 1524052800 26702 54.73 20.57 337 17.4 235.58 43.75 35.22 236.3 224.3 NA
 1 1523923200 1524052800 26702 54.73 20.57 336 17.4 235.43 43.76 35.26 234.9 222.9 NA
 1 1523923200 1524052800 26702 54.73 20.57 300 17.4 229.76 44.28 36.79 230.3 219.3 35
 1 1523923200 1524052800 26702 54.73 20.57 299 17.4 229.59 44.31 36.8 230.1 219.1 NA
 1 1523923200 1524052800 26702 54.73 20.57 298 17.4 229.42 44.34 36.81 228.5 218.5 NA
 1 1523923200 1524052800 26702 54.73 20.57 278 17.4 225.99 45.01 36.95 226.9 215.9 NA
 1 1523923200 1524052800 26702 54.73 20.57 270 17.4 224.62 45.28 37.01 NA NA 39
 1 1523923200 1524052800 26702 54.73 20.57 250 17.4 221.19 45.95 37.16 221.9 209.9 35
 1 1523923200 1524052800 26702 54.73 20.57 232 17.4 218.27 46.59 35.43 NA NA 33
 1 1523923200 1524052800 26702 54.73 20.57 222 17.4 216.64 46.95 34.47 216.9 204.9 NA
 1 1523923200 1524052800 26702 54.73 20.57 204 17.4 213.72 47.6 32.75 214.7 203.7 NA
 1 1523923200 1524052800 26702 54.73 20.57 200 17.4 213.07 47.74 32.37 213.5 202.5 32
 1 1523923200 1524052800 26702 54.73 20.57 196 17.4 212.92 45.61 31.53 211.7 200.7 NA
 1 1523923200 1524052800 26702 54.73 20.57 185 17.4 212.5 39.74 29.25 209.7 198.7 29
 1 1523923200 1524052800 26702 54.73 20.57 174 17.4 212.09 33.87 26.98 NA NA 30
 1 1523923200 1524052800 26702 54.73 20.57 163 17.4 211.67 28 24.74 NA NA 18
 1 1523923200 1524052800 26702 54.73 20.57 151 17.4 211.22 21.6 22.33 NA NA 21
 1 1523923200 1524052800 26702 54.73 20.57 150 17.4 211.18 21.07 22.13 209.9 198.9 21
 1 1523923200 1524052800 26702 54.73 20.57 128 17.4 212.15 13.71 16.88 NA NA 16
 1 1523923200 1524052800 26702 54.73 20.57 111 17.4 212.89 8.02 12.83 NA NA 13
 1 1523923200 1524052800 26702 54.73 20.57 101 17.4 213.33 4.68 10.45 214.3 202.3 NA
 1 1523923200 1524052800 26702 54.73 20.57 100 17.4 213.37 4.34 10.21 214.1 202.1 12
 1 1523923200 1524052800 26702 54.73 20.57 95.8 17.4 213.13 4.24 9.59 NA NA 10
 1 1523923200 1524052800 26702 54.73 20.57 84.2 17.4 212.45 3.96 7.98 NA NA 6
 1 1523923200 1524052800 26702 54.73 20.57 82.3 17.4 212.34 3.92 7.74 211.1 198.1 NA
 1 1523923200 1524052800 26702 54.73 20.57 77.4 17.4 212.05 3.8 7.15 NA NA 6
 1 1523923200 1524052800 26702 54.73 20.57 70 17.4 211.62 3.62 6.37 211.3 198.3 7
 1 1523923200 1524052800 26702 54.73 20.57 58.1 17.4 210.92 3.34 5.57 NA NA 9
 1 1523923200 1524052800 26702 54.73 20.57 53.2 17.4 210.64 3.22 5.44 NA NA 5
 1 1523923200 1524052800 26702 54.73 20.57 50 17.4 210.45 3.14 5.43 209.7 195.7 5
 1 1523923200 1524052800 26781 54.75 32.07 1000 229.8 280.57 84.91 6.4 NA NA NA
 1 1523923200 1524052800 26781 54.75 32.07 987 229.8 279.79 87.1 8.08 281 279.5 4
 1 1523923200 1524052800 26781 54.75 32.07 966 229.8 278.54 90.65 10.88 279.8 276.4 NA
 1 1523923200 1524052800 26781 54.75 32.07 950 229.8 277.58 93.35 13.05 279.8 276.4 NA
 1 1523923200 1524052800 26781 54.75 32.07 930 229.8 276.38 96.73 15.78 276.6 273.4 NA
 1 1523923200 1524052800 26781 54.75 32.07 925 229.8 276.09 97.58 16.47 276.6 273.4 14
 1 1523923200 1524052800 26781 54.75 32.07 918 229.8 275.75 97.8 16.87 NA NA 15
 1 1523923200 1524052800 26781 54.75 32.07 850 229.8 272.51 99.99 21.48 272.3 269.8 14
 1 1523923200 1524052800 26781 54.75 32.07 842 229.8 272.04 99.99 21.82 272.3 269.8 NA
 1 1523923200 1524052800 26781 54.75 32.07 837 229.8 271.75 99.99 22.04 270.9 268.6 NA
 1 1523923200 1524052800 26781 54.75 32.07 784 229.8 269.3 90.02 22.6 NA NA 15
 1 1523923200 1524052800 26781 54.75 32.07 779 229.8 269.21 86.9 22.27 268.9 266.6 NA
 1 1523923200 1524052800 26781 54.75 32.07 763 229.8 268.92 76.93 21.28 NA NA 13
 1 1523923200 1524052800 26781 54.75 32.07 745 229.8 268.6 65.71 20.22 266.5 259.5 NA
 1 1523923200 1524052800 26781 54.75 32.07 743 229.8 268.57 64.46 20.11 NA NA 12
 1 1523923200 1524052800 26781 54.75 32.07 700 229.8 267.79 37.66 18.01 263.9 255.9 12
 1 1523923200 1524052800 26781 54.75 32.07 596 229.8 259.57 20.52 19.07 NA NA 7
 1 1523923200 1524052800 26781 54.75 32.07 579 229.8 258.23 17.71 19.25 256.3 237.3 9
 1 1523923200 1524052800 26781 54.75 32.07 546 229.8 255.62 12.27 19.59 NA NA 7
 1 1523923200 1524052800 26781 54.75 32.07 530 229.8 254.35 9.64 19.76 NA NA 8
 1 1523923200 1524052800 26781 54.75 32.07 526 229.8 254.04 8.98 19.8 252.7 234.7 NA
 1 1523923200 1524052800 26781 54.75 32.07 500 229.8 251.98 4.69 20.08 250.1 230.1 11
 1 1523923200 1524052800 26781 54.75 32.07 400 229.8 239.28 11.88 20.81 238.3 223.3 15
 1 1523923200 1524052800 26781 54.75 32.07 383 229.8 237.03 13.16 21.42 236.1 223.1 NA
 1 1523923200 1524052800 26781 54.75 32.07 364 229.8 234.51 14.6 22.09 232.1 219.1 NA
 1 1523923200 1524052800 26781 54.75 32.07 343 229.8 231.73 16.19 22.84 NA NA 18
 1 1523923200 1524052800 26781 54.75 32.07 333 229.8 230.41 16.94 23.2 228.9 215.9 NA
 1 1523923200 1524052800 26781 54.75 32.07 324 229.8 229.22 17.63 23.52 NA NA 19
 1 1523923200 1524052800 26781 54.75 32.07 304 229.8 226.57 19.14 24.23 NA NA 21
 1 1523923200 1524052800 26781 54.75 32.07 300 229.8 226.04 19.44 24.38 227.5 214.5 21
 1 1523923200 1524052800 26781 54.75 32.07 250 229.8 224.01 11.22 22.24 226.3 211.3 19
 1 1523923200 1524052800 26781 54.75 32.07 237 229.8 223.53 9.81 21.26 NA NA 20
 1 1523923200 1524052800 26781 54.75 32.07 200 229.8 222.16 5.81 18.47 223.1 206.1 19
 1 1523923200 1524052800 26781 54.75 32.07 184 229.8 221.48 4.95 17.78 NA NA 15
 1 1523923200 1524052800 26781 54.75 32.07 152 229.8 220.12 3.24 16.42 NA NA 15
 1 1523923200 1524052800 26781 54.75 32.07 150 229.8 220.03 3.14 16.34 218.7 202.7 15
 1 1523923200 1524052800 26781 54.75 32.07 138 229.8 218.84 3.12 15.48 NA NA 15
 1 1523923200 1524052800 26781 54.75 32.07 106 229.8 215.67 3.06 13.3 NA NA 13
 1 1523923200 1524052800 26781 54.75 32.07 100 229.8 215.08 3.05 12.91 215.1 199.1 12
 1 1523923200 1524052800 26781 54.75 32.07 93.9 229.8 214.83 2.93 11.87 NA NA 11
 1 1523923200 1524052800 26781 54.75 32.07 71.7 229.8 213.94 2.5 8.2 NA NA 10
 1 1523923200 1524052800 26781 54.75 32.07 70 229.8 213.88 2.46 7.93 212.9 197.9 10
 1 1523923200 1524052800 26781 54.75 32.07 63.6 229.8 213.62 2.34 6.93 NA NA 8
 1 1523923200 1524052800 26781 54.75 32.07 55.6 229.8 213.3 2.18 5.75 NA NA 8
 1 1523923200 1524052800 26781 54.75 32.07 54.5 229.8 213.25 2.16 5.6 211.9 195.9 NA
 1 1523923200 1524052800 26781 54.75 32.07 50 229.8 213.07 2.07 5 212.9 197.9 6
 1 1523923200 1524052800 22113 68.98 33.12 1000 65.5 276.45 78.17 4.35 277.6 272.6 2
 1 1523923200 1524052800 22113 68.98 33.12 925 65.5 270.87 99.98 6.82 271.3 267.8 4
 1 1523923200 1524052800 22113 68.98 33.12 911 65.5 270.12 99.98 7.01 NA NA 4
 1 1523923200 1524052800 22113 68.98 33.12 883 65.5 268.61 99.99 7.38 268.1 267 NA
 1 1523923200 1524052800 22113 68.98 33.12 854 65.5 267.04 100 7.76 268.1 265.9 NA
 1 1523923200 1524052800 22113 68.98 33.12 850 65.5 266.83 100 7.81 267.5 265.3 5
 1 1523923200 1524052800 22113 68.98 33.12 841 65.5 267.03 95.67 8.63 NA NA 5
 1 1523923200 1524052800 22113 68.98 33.12 822 65.5 267.46 86.53 10.39 265.7 263.7 NA
 1 1523923200 1524052800 22113 68.98 33.12 804 65.5 267.87 77.86 12.1 266.3 266 NA
 1 1523923200 1524052800 22113 68.98 33.12 797 65.5 267.88 76.06 12.67 NA NA 12
 1 1523923200 1524052800 22113 68.98 33.12 759 65.5 266.94 77.65 15.13 268.1 254.1 NA
 1 1523923200 1524052800 22113 68.98 33.12 747 65.5 266.65 78.15 15.93 268.3 257.3 NA
 1 1523923200 1524052800 22113 68.98 33.12 717 65.5 265.91 79.4 17.95 NA NA 18
 1 1523923200 1524052800 22113 68.98 33.12 702 65.5 265.54 80.02 18.97 265.9 261.7 NA
 1 1523923200 1524052800 22113 68.98 33.12 700 65.5 265.49 80.1 19.11 265.9 261.7 19
 1 1523923200 1524052800 22113 68.98 33.12 606 65.5 256.9 89.06 20.58 258.9 253.9 NA
 1 1523923200 1524052800 22113 68.98 33.12 500 65.5 247.22 99.16 22.3 247.9 240.9 22
 1 1523923200 1524052800 22113 68.98 33.12 467 65.5 243.48 85.48 23.94 243.3 238.3 NA
 1 1523923200 1524052800 22113 68.98 33.12 458 65.5 242.46 81.74 24.38 242.7 237.7 NA
 1 1523923200 1524052800 22113 68.98 33.12 431 65.5 239.39 70.55 25.72 240.5 231.5 NA
 1 1523923200 1524052800 22113 68.98 33.12 403 65.5 236.22 58.94 27.12 NA NA 26
 1 1523923200 1524052800 22113 68.98 33.12 400 65.5 235.88 57.7 27.26 236.5 225.5 26
 1 1523923200 1524052800 22113 68.98 33.12 348 65.5 228.49 68.07 29.18 230.9 219.9 NA
 1 1523923200 1524052800 22113 68.98 33.12 318 65.5 224.23 74.05 30.3 NA NA 28
 1 1523923200 1524052800 22113 68.98 33.12 300 65.5 221.67 77.64 30.97 222.5 213.5 29
 1 1523923200 1524052800 22113 68.98 33.12 282 65.5 220.08 68.78 31.06 219.3 210.3 31
 1 1523923200 1524052800 22113 68.98 33.12 261 65.5 218.21 58.44 31.17 NA NA 33
 1 1523923200 1524052800 22113 68.98 33.12 250 65.5 217.24 53.02 31.24 218.3 209.3 32
 1 1523923200 1524052800 22113 68.98 33.12 242 65.5 217.79 45.9 30.15 217.5 208.5 NA
 1 1523923200 1524052800 22113 68.98 33.12 226 65.5 218.9 31.66 28.06 220.9 210.9 NA
 1 1523923200 1524052800 22113 68.98 33.12 216 65.5 219.6 22.75 26.82 NA NA 26
 1 1523923200 1524052800 22113 68.98 33.12 200 65.5 220.7 8.51 24.96 221.3 209.3 23
 1 1523923200 1524052800 22113 68.98 33.12 188 65.5 221.2 6.91 23.55 221.3 208.3 NA
 1 1523923200 1524052800 22113 68.98 33.12 178 65.5 221.61 5.58 22.38 NA NA 19
 1 1523923200 1524052800 22113 68.98 33.12 170 65.5 221.94 4.51 21.44 223.9 208.9 NA
 1 1523923200 1524052800 22113 68.98 33.12 150 65.5 222.77 1.84 19.09 223.7 206.7 19
 1 1523923200 1524052800 22113 68.98 33.12 104 65.5 220.67 1.56 14.88 NA NA 16
