# COMMAND: Rscript --vanilla /metfark/config/splus/temp /lustre/storeA/project/nwp/fark/2018/04/19/meps_temp_002d.table /lustre/storeA/project/nwp/fark/2018/04/19/meps_temp_002d/
#
# TYPE:temp
#
# ATTRIBUTES:14
# _n:3
# title_string1:Temperature
# title_string2:Relative Humidity
# title_string3:Wind Speed
# axis_string1:T (K)
# axis_string2:Rh (%)
# axis_string3:FF (m/s)
# file_string1:t
# file_string2:rh
# file_string3:ff
# Orientation:landscape
# Format:Jpeg
# Suffix:.jpg
# Version:1.0
#
# LEGENDS:1
# 1:MEPS 2.5km
#
# COLUMNS:14
# set:id
# cycle_epoch:round(time_ana,0.01)
# time_epoch:round(time_trg,0.01)
# obs_id:obs_wmo*1000 + obs_id
# lat_deg:round(lat,0.001)
# lon_deg:round(lon,0.001)
# pressure_hpa:round(pres,0.01)
# altitude_meter:round(geopot/9.81,0.1)
# model_variable1:round(temp,0.01)
# model_variable2:round(rh*100,0.01)
# model_variable3:round(sqrt((wind_x*wind_x) + (wind_y*wind_y)),0.01)
# obs_variable1:round(obs_temp,0.01)
# obs_variable2:round(obs_rh,0.01)
# obs_variable3:round(obs_wspd,0.01)
#
# Data table
 set cycle_epoch time_epoch obs_id lat_deg lon_deg pressure_hpa altitude_meter model_variable1 model_variable2 model_variable3 obs_variable1 obs_variable2 obs_variable3
 1 1523944800 1524049200 3005 60.13 -1.18 638 13 262.76 45.43 23.49 NA NA 20.6
 1 1523944800 1524049200 3005 60.13 -1.18 630 13 262.14 45.97 24.37 NA NA 19.5
 1 1523944800 1524049200 3005 60.13 -1.18 617 13 261.14 46.87 25.82 260.9 248.9 NA
 1 1523944800 1524049200 3005 60.13 -1.18 614 13 260.91 47.07 26.16 NA NA 25.7
 1 1523944800 1524049200 3005 60.13 -1.18 610 13 260.6 47.35 26.6 260.1 249.1 NA
 1 1523944800 1524049200 3005 60.13 -1.18 608 13 260.44 47.48 26.82 260.1 247.1 NA
 1 1523944800 1524049200 3005 60.13 -1.18 605 13 260.21 47.69 27.16 NA NA 24.7
 1 1523944800 1524049200 3005 60.13 -1.18 600 13 259.82 48.03 27.72 NA NA 26.2
 1 1523944800 1524049200 3005 60.13 -1.18 586 13 258.74 48.99 29.29 257.9 246.9 NA
 1 1523944800 1524049200 3005 60.13 -1.18 580 13 258.28 49.4 29.96 257.3 247.3 NA
 1 1523944800 1524049200 3005 60.13 -1.18 578 13 258.12 49.54 30.18 257.1 250.1 NA
 1 1523944800 1524049200 3005 60.13 -1.18 577 13 258.05 49.61 30.3 NA NA 31.4
 1 1523944800 1524049200 3005 60.13 -1.18 576 13 257.97 49.68 30.41 256.9 249.9 NA
 1 1523944800 1524049200 3005 60.13 -1.18 573 13 257.74 49.88 30.74 256.5 250.5 NA
 1 1523944800 1524049200 3005 60.13 -1.18 568 13 257.35 50.23 31.31 256.3 253.4 NA
 1 1523944800 1524049200 3005 60.13 -1.18 564 13 257.04 50.5 31.76 256.1 253.7 NA
 1 1523944800 1524049200 3005 60.13 -1.18 561 13 256.81 50.71 32.09 256.7 254.9 NA
 1 1523944800 1524049200 3005 60.13 -1.18 550 13 255.96 51.46 33.33 256.3 255.6 NA
 1 1523944800 1524049200 3005 60.13 -1.18 548 13 255.8 51.6 33.56 256.5 255.4 NA
 1 1523944800 1524049200 3005 60.13 -1.18 541 13 255.26 52.08 34.35 NA NA 43.2
 1 1523944800 1524049200 3005 60.13 -1.18 538 13 255.03 52.28 34.68 255.3 255.3 NA
 1 1523944800 1524049200 3005 60.13 -1.18 537 13 254.95 52.35 34.8 255.1 254.6 NA
 1 1523944800 1524049200 3005 60.13 -1.18 528 13 254.26 52.97 35.81 254.1 253.9 NA
 1 1523944800 1524049200 3005 60.13 -1.18 523 13 253.87 53.31 36.38 253.5 253.2 NA
 1 1523944800 1524049200 3005 60.13 -1.18 520 13 253.64 53.52 36.72 253.3 251.7 NA
 1 1523944800 1524049200 3005 60.13 -1.18 518 13 253.48 53.65 36.94 NA NA 38.6
 1 1523944800 1524049200 3005 60.13 -1.18 517 13 253.41 53.72 37.05 253.3 249.7 NA
 1 1523944800 1524049200 3005 60.13 -1.18 516 13 253.33 53.79 37.17 253.5 247.5 NA
 1 1523944800 1524049200 3005 60.13 -1.18 500 13 252.09 54.89 38.98 252.7 242.7 41.7
 1 1523944800 1524049200 3005 60.13 -1.18 497 13 251.77 54.65 39.36 252.5 241.5 NA
 1 1523944800 1524049200 3005 60.13 -1.18 495 13 251.55 54.48 39.62 NA NA 43.2
 1 1523944800 1524049200 3005 60.13 -1.18 492 13 251.22 54.24 40.01 252.1 243.1 NA
 1 1523944800 1524049200 3005 60.13 -1.18 488 13 250.78 53.92 40.53 251.7 245.7 NA
 1 1523944800 1524049200 3005 60.13 -1.18 483 13 250.23 53.51 41.18 251.1 246.1 NA
 1 1523944800 1524049200 3005 60.13 -1.18 474 13 249.25 52.78 42.35 NA NA 40.6
 1 1523944800 1524049200 3005 60.13 -1.18 468 13 248.59 52.29 43.14 248.9 245.6 NA
 1 1523944800 1524049200 3005 60.13 -1.18 467 13 248.49 52.21 43.27 248.7 244.5 NA
 1 1523944800 1524049200 3005 60.13 -1.18 462 13 247.94 51.81 43.92 248.1 245.1 NA
 1 1523944800 1524049200 3005 60.13 -1.18 400 13 241.16 46.78 52.14 241.7 230.7 49.4
 1 1523944800 1524049200 3005 60.13 -1.18 398 13 240.88 47.12 52.25 NA NA 49.4
 1 1523944800 1524049200 3005 60.13 -1.18 300 13 226.92 63.57 60.02 227.5 222.5 64.3
 1 1523944800 1524049200 3005 60.13 -1.18 294 13 226.04 63.01 60.32 NA NA 64.8
 1 1523944800 1524049200 3005 60.13 -1.18 250 13 219.6 58.85 62.6 219.9 207.9 64.8
 1 1523944800 1524049200 3005 60.13 -1.18 242 13 219.22 52.21 60.68 NA NA 69.4
 1 1523944800 1524049200 3005 60.13 -1.18 227 13 218.52 39.77 57.07 216.9 202.9 62.8
 1 1523944800 1524049200 3005 60.13 -1.18 215 13 217.96 29.81 54.18 NA NA 60.7
 1 1523944800 1524049200 3005 60.13 -1.18 200 13 217.26 17.37 50.57 217.7 193.7 42.7
 1 1523944800 1524049200 3005 60.13 -1.18 196 13 217.56 16.23 48.81 NA NA 36
 1 1523944800 1524049200 3005 60.13 -1.18 180 13 218.77 11.65 41.76 NA NA 29.3
 1 1523944800 1524049200 3005 60.13 -1.18 174 13 219.22 9.94 39.12 NA NA 25.7
 1 1523944800 1524049200 3005 60.13 -1.18 165 13 219.91 7.37 35.15 NA NA 34
 1 1523944800 1524049200 3005 60.13 -1.18 159 13 220.36 5.65 32.51 NA NA 26.2
 1 1523944800 1524049200 3005 60.13 -1.18 151 13 220.97 3.37 28.99 NA NA 18.5
 1 1523944800 1524049200 3005 60.13 -1.18 150 13 221.04 3.08 28.55 221.5 189.5 18
 1 1523944800 1524049200 3005 60.13 -1.18 149 13 220.98 3.06 28.32 NA NA 17.5
 1 1523944800 1524049200 3005 60.13 -1.18 140 13 220.4 2.9 26.28 NA NA 22.6
 1 1523944800 1524049200 3005 60.13 -1.18 133 13 219.95 2.78 24.72 NA NA 23.7
 1 1523944800 1524049200 3005 60.13 -1.18 125 13 219.44 2.64 22.97 NA NA 26.2
 1 1523944800 1524049200 3005 60.13 -1.18 122 13 219.25 2.59 22.33 NA NA 29.8
 1 1523944800 1524049200 3005 60.13 -1.18 116 13 218.86 2.48 21.06 NA NA 22.1
 1 1523944800 1524049200 3005 60.13 -1.18 110 13 218.48 2.38 19.83 NA NA 11.8
 1 1523944800 1524049200 3005 60.13 -1.18 104 13 218.09 2.27 18.63 NA NA 16.5
 1 1523944800 1524049200 3005 60.13 -1.18 100 13 217.84 2.2 17.86 219.5 187.5 11.8
 1 1523944800 1524049200 12120 54.75 17.53 97.3 1 212.78 4.95 8.46 NA NA 6.7
 1 1523944800 1524049200 12120 54.75 17.53 92.8 1 212.51 4.81 8.01 NA NA 6.7
 1 1523944800 1524049200 12120 54.75 17.53 91.2 1 212.42 4.75 7.85 NA NA 8.2
 1 1523944800 1524049200 12120 54.75 17.53 87.6 1 212.2 4.64 7.51 NA NA 8.2
 1 1523944800 1524049200 12120 54.75 17.53 85.4 1 212.07 4.57 7.31 NA NA 5.7
 1 1523944800 1524049200 12120 54.75 17.53 83.1 1 211.93 4.49 7.1 NA NA 5.7
 1 1523944800 1524049200 12120 54.75 17.53 81 1 211.8 4.42 6.91 NA NA 5.1
 1 1523944800 1524049200 12120 54.75 17.53 77.9 1 211.62 4.32 6.65 NA NA 5.1
 1 1523944800 1524049200 12120 54.75 17.53 68.2 1 211.04 4.01 5.92 NA NA 6.7
 1 1523944800 1524049200 12120 54.75 17.53 66.1 1 210.91 3.94 5.78 NA NA 5.1
 1 1523944800 1524049200 12120 54.75 17.53 60.9 1 210.6 3.77 5.48 NA NA 7.7
 1 1523944800 1524049200 12120 54.75 17.53 57.3 1 210.38 3.66 5.31 NA NA 6.7
 1 1523944800 1524049200 12120 54.75 17.53 56 1 210.3 3.62 5.26 NA NA 5.1
 1 1523944800 1524049200 12120 54.75 17.53 54.7 1 210.23 3.57 5.21 NA NA .5
 1 1523944800 1524049200 12120 54.75 17.53 51.7 1 210.05 3.48 5.11 NA NA 5.1
 1 1523944800 1524052800 12120 54.75 17.53 1000 1 286.42 55.1 11.24 285.6 275.6 11
 1 1523944800 1524052800 12120 54.75 17.53 991 1 285.88 57.46 11.17 285.2 275.2 NA
 1 1523944800 1524052800 12120 54.75 17.53 942 1 282.97 70.28 11.05 NA NA 11
 1 1523944800 1524052800 12120 54.75 17.53 925 1 281.96 74.73 11.12 281.8 277.8 10
 1 1523944800 1524052800 12120 54.75 17.53 914 1 281.35 73.3 11.17 NA NA 10
 1 1523944800 1524052800 12120 54.75 17.53 886 1 279.78 69.65 11.43 NA NA 9
 1 1523944800 1524052800 12120 54.75 17.53 868 1 278.78 67.31 11.68 277.4 274.7 NA
 1 1523944800 1524052800 12120 54.75 17.53 860 1 278.33 66.27 11.81 277.8 264.8 NA
 1 1523944800 1524052800 12120 54.75 17.53 850 1 277.78 64.97 11.99 278 269 15
 1 1523944800 1524052800 12120 54.75 17.53 822 1 276.95 81.15 13.46 NA NA 15
 1 1523944800 1524052800 12120 54.75 17.53 821 1 276.93 81.73 13.52 278.8 276.3 NA
 1 1523944800 1524052800 12120 54.75 17.53 814 1 276.72 85.78 13.95 279.4 275.2 NA
 1 1523944800 1524052800 12120 54.75 17.53 800 1 276.31 93.87 14.87 NA NA 16
 1 1523944800 1524052800 12120 54.75 17.53 700 1 271.09 65.06 23.4 270.9 268.9 15
 1 1523944800 1524052800 12120 54.75 17.53 627 1 266.61 49.95 23.87 264.1 263.5 NA
 1 1523944800 1524052800 12120 54.75 17.53 621 1 266.24 48.71 23.91 265.7 255.7 NA
 1 1523944800 1524052800 12120 54.75 17.53 600 1 264.96 44.37 24.06 NA NA 21
 1 1523944800 1524052800 12120 54.75 17.53 599 1 264.9 44.16 24.06 NA NA 21
 1 1523944800 1524052800 12120 54.75 17.53 595 1 264.65 43.33 24.09 266.3 237.3 NA
 1 1523944800 1524052800 12120 54.75 17.53 579 1 263.67 40.02 24.21 265.3 240.3 NA
 1 1523944800 1524052800 12120 54.75 17.53 568 1 263 37.74 24.29 264.5 255.5 NA
 1 1523944800 1524052800 12120 54.75 17.53 566 1 262.87 37.33 24.3 NA NA 22
 1 1523944800 1524052800 12120 54.75 17.53 535 1 260.97 30.92 24.54 263.1 236.1 NA
 1 1523944800 1524052800 12120 54.75 17.53 500 1 258.83 23.67 24.82 259.1 246.1 27
 1 1523944800 1524052800 12120 54.75 17.53 487 1 257.16 22.93 24.86 NA NA 28
 1 1523944800 1524052800 12120 54.75 17.53 432 1 250.12 19.79 25.01 249.7 243.7 NA
 1 1523944800 1524052800 12120 54.75 17.53 416 1 248.07 18.88 25.06 247.5 239.5 NA
 1 1523944800 1524052800 12120 54.75 17.53 400 1 246.02 17.96 25.11 245.9 236.9 23
 1 1523944800 1524052800 12120 54.75 17.53 387 1 243.93 22.23 25.71 244.3 229.3 NA
 1 1523944800 1524052800 12120 54.75 17.53 380 1 242.81 24.53 26.04 NA NA 20
 1 1523944800 1524052800 12120 54.75 17.53 335 1 235.59 39.32 28.13 NA NA 27
 1 1523944800 1524052800 12120 54.75 17.53 329 1 234.62 41.29 28.41 235.3 217.3 NA
 1 1523944800 1524052800 12120 54.75 17.53 300 1 229.97 50.82 29.77 230.1 217.1 30
 1 1523944800 1524052800 12120 54.75 17.53 278 1 226.02 55.68 30.74 225.7 215.7 NA
 1 1523944800 1524052800 12120 54.75 17.53 250 1 221 61.87 31.98 221.1 214.1 36
 1 1523944800 1524052800 12120 54.75 17.53 241 1 219.52 61.49 30.96 NA NA 37
 1 1523944800 1524052800 12120 54.75 17.53 213 1 214.91 60.31 27.8 214.7 203.7 NA
 1 1523944800 1524052800 12120 54.75 17.53 208 1 214.08 60.1 27.24 214.3 201.3 NA
 1 1523944800 1524052800 12120 54.75 17.53 200 1 212.76 59.76 26.34 212.9 201.9 29
 1 1523944800 1524052800 12120 54.75 17.53 196 1 212.49 57.19 25.74 211.9 201.9 NA
 1 1523944800 1524052800 12120 54.75 17.53 184 1 211.65 49.49 23.95 NA NA 23
 1 1523944800 1524052800 12120 54.75 17.53 171 1 210.74 41.15 22.02 NA NA 28
 1 1523944800 1524052800 12120 54.75 17.53 167 1 210.47 38.58 21.42 207.1 196.1 23
 1 1523944800 1524052800 12120 54.75 17.53 162 1 210.12 35.37 20.68 NA NA 15
 1 1523944800 1524052800 12120 54.75 17.53 159 1 209.91 33.45 20.23 NA NA 13
 1 1523944800 1524052800 12120 54.75 17.53 152 1 209.42 28.95 19.19 NA NA 16
 1 1523944800 1524052800 12120 54.75 17.53 150 1 209.28 27.67 18.9 207.5 191.5 19
 1 1523944800 1524052800 12120 54.75 17.53 149 1 209.35 27.21 18.69 NA NA 19
 1 1523944800 1524052800 12120 54.75 17.53 136 1 210.27 21.26 16.01 NA NA 15
 1 1523944800 1524052800 12120 54.75 17.53 133 1 210.48 19.88 15.4 NA NA 11
 1 1523944800 1524052800 12120 54.75 17.53 131 1 210.62 18.97 14.99 NA NA 10
 1 1523944800 1524052800 12120 54.75 17.53 129 1 210.77 18.05 14.57 NA NA 11
 1 1523944800 1524052800 12120 54.75 17.53 123 1 211.19 15.3 13.34 NA NA 14
 1 1523944800 1524052800 12120 54.75 17.53 117 1 211.61 12.56 12.1 NA NA 13
 1 1523944800 1524052800 12120 54.75 17.53 114 1 211.83 11.18 11.49 214.9 186.9 10
 1 1523944800 1524052800 12120 54.75 17.53 111 1 212.04 9.81 10.87 NA NA 10
 1 1523944800 1524052800 12120 54.75 17.53 108 1 212.25 8.43 10.26 NA NA 8
 1 1523944800 1524052800 12120 54.75 17.53 103 1 212.6 6.14 9.23 NA NA 7
 1 1523944800 1524052800 12120 54.75 17.53 100 1 212.82 4.77 8.61 212.5 185.5 7
 1 1523944800 1524052800 12120 54.75 17.53 70 1 211.22 3.94 6.18 211.3 185.3 4
 1 1523944800 1524052800 12120 54.75 17.53 50 1 210.15 3.39 5.48 210.7 184.7 6
 1 1523944800 1524052800 26063 59.95 30.7 1000 53.2 283.58 53.11 6.17 280.6 274.6 8
 1 1523944800 1524052800 26063 59.95 30.7 967 53.2 281.99 54.68 7.23 279.2 272.2 NA
 1 1523944800 1524052800 26063 59.95 30.7 965 53.2 281.89 54.77 7.3 NA NA 10
 1 1523944800 1524052800 26063 59.95 30.7 955 53.2 281.41 55.25 7.64 282 272 NA
 1 1523944800 1524052800 26063 59.95 30.7 947 53.2 281.02 55.63 7.92 282.2 270.2 NA
 1 1523944800 1524052800 26063 59.95 30.7 939 53.2 280.63 56.01 8.2 NA NA 11
 1 1523944800 1524052800 26063 59.95 30.7 930 53.2 280.2 56.44 8.52 281.6 270.6 NA
 1 1523944800 1524052800 26063 59.95 30.7 925 53.2 279.96 56.68 8.69 280.8 268.8 10
 1 1523944800 1524052800 26063 59.95 30.7 895 53.2 277.89 65.4 9.41 277.8 269.8 NA
 1 1523944800 1524052800 26063 59.95 30.7 870 53.2 276.16 72.67 10.03 NA NA 8
 1 1523944800 1524052800 26063 59.95 30.7 850 53.2 274.78 78.48 10.54 275.4 272 9
 1 1523944800 1524052800 26063 59.95 30.7 833 53.2 274.3 75.72 10.13 275 272 NA
 1 1523944800 1524052800 26063 59.95 30.7 784 53.2 272.36 71.03 9.03 NA NA 11
 1 1523944800 1524052800 26063 59.95 30.7 782 53.2 272.23 71.12 8.99 270.7 268.6 NA
 1 1523944800 1524052800 26063 59.95 30.7 739 53.2 269.56 72.9 8.16 269.9 267.5 NA
 1 1523944800 1524052800 26063 59.95 30.7 725 53.2 268.69 73.48 7.92 267.3 264.3 NA
 1 1523944800 1524052800 26063 59.95 30.7 702 53.2 267.26 74.43 7.55 NA NA 11
 1 1523944800 1524052800 26063 59.95 30.7 700 53.2 267.14 74.51 7.52 266.3 262.5 11
 1 1523944800 1524052800 26063 59.95 30.7 684 53.2 265.89 71.39 7.82 NA NA 13
 1 1523944800 1524052800 26063 59.95 30.7 657 53.2 263.77 66.13 8.36 264.7 259.8 NA
 1 1523944800 1524052800 26063 59.95 30.7 631 53.2 261.74 61.05 8.91 NA NA 10
 1 1523944800 1524052800 26063 59.95 30.7 624 53.2 261.2 59.69 9.07 261.3 254.3 NA
 1 1523944800 1524052800 26063 59.95 30.7 621 53.2 260.96 59.1 9.13 261.1 253.1 NA
 1 1523944800 1524052800 26063 59.95 30.7 596 53.2 259.01 54.23 9.7 260.7 252.7 NA
 1 1523944800 1524052800 26063 59.95 30.7 547 53.2 255.18 44.67 10.88 NA NA 9
 1 1523944800 1524052800 26063 59.95 30.7 518 53.2 252.91 39.01 11.61 NA NA 8
 1 1523944800 1524052800 26063 59.95 30.7 500 53.2 251.5 35.5 12.07 251.3 245.3 8
 1 1523944800 1524052800 26063 59.95 30.7 468 53.2 247.39 45.06 10.7 NA NA 6
 1 1523944800 1524052800 26063 59.95 30.7 419 53.2 241.1 59.7 8.63 242.9 236.9 NA
 1 1523944800 1524052800 26063 59.95 30.7 417 53.2 240.84 60.3 8.55 NA NA 4
 1 1523944800 1524052800 26063 59.95 30.7 402 53.2 238.92 64.78 7.92 239.1 233.1 NA
 1 1523944800 1524052800 26063 59.95 30.7 400 53.2 238.66 65.38 7.84 239.1 233.1 4
 1 1523944800 1524052800 26063 59.95 30.7 392 53.2 237.6 63.5 7.81 NA NA 4
 1 1523944800 1524052800 26063 59.95 30.7 370 53.2 234.69 58.34 7.76 234.9 228.9 NA
 1 1523944800 1524052800 26063 59.95 30.7 300 53.2 225.43 41.92 7.77 223.9 216.9 3
 1 1523944800 1524052800 26063 59.95 30.7 288 53.2 224.75 35.19 8.73 222.5 215.5 3
 1 1523944800 1524052800 26063 59.95 30.7 270 53.2 223.72 25.09 10.34 NA NA 9
 1 1523944800 1524052800 26063 59.95 30.7 254 53.2 222.81 16.11 11.87 NA NA 16
 1 1523944800 1524052800 26063 59.95 30.7 250 53.2 222.58 13.87 12.27 222.3 214.3 17
 1 1523944800 1524052800 26063 59.95 30.7 210 53.2 220.11 10.49 14.28 NA NA 21
 1 1523944800 1524052800 26063 59.95 30.7 206 53.2 219.86 10.16 14.49 219.7 209.7 NA
 1 1523944800 1524052800 26063 59.95 30.7 200 53.2 219.49 9.65 14.79 220.9 210.9 18
 1 1523944800 1524052800 26063 59.95 30.7 198 53.2 219.5 9.37 14.8 NA NA 17
 1 1523944800 1524052800 26063 59.95 30.7 173 53.2 219.66 5.89 15 NA NA 15
 1 1523944800 1524052800 26063 59.95 30.7 152 53.2 219.79 2.97 15.35 NA NA 14
 1 1523944800 1524052800 26063 59.95 30.7 150 53.2 219.8 2.69 15.39 219.3 208.3 14
 1 1523944800 1524052800 26063 59.95 30.7 140 53.2 219.16 2.65 15.05 221.1 209.1 NA
 1 1523944800 1524052800 26063 59.95 30.7 107 53.2 217.02 2.53 13.93 NA NA 13
 1 1523944800 1524052800 26063 59.95 30.7 101 53.2 216.63 2.51 13.72 216.7 203.7 NA
 1 1523944800 1524052800 26063 59.95 30.7 100 53.2 216.57 2.5 13.69 216.7 203.7 13
 1 1523944800 1524052800 26063 59.95 30.7 93.9 53.2 216.36 2.41 12.53 NA NA 13
 1 1523944800 1524052800 26063 59.95 30.7 70 53.2 215.56 2.05 8.01 215.5 202.5 12
 1 1523944800 1524052800 26063 59.95 30.7 63.3 53.2 215.34 1.94 6.77 NA NA 10
 1 1523944800 1524052800 26063 59.95 30.7 55.8 53.2 215.08 1.83 5.41 NA NA 8
 1 1523944800 1524052800 26063 59.95 30.7 50 53.2 214.89 1.74 4.4 215.3 202.3 5
 1 1523944800 1524052800 26298 57.88 34.03 1000 178.2 279.29 97.06 5.47 NA NA NA
 1 1523944800 1524052800 26298 57.88 34.03 988 178.2 278.78 97.53 6.69 279.2 277.4 3
 1 1523944800 1524052800 26298 57.88 34.03 925 178.2 276.07 99.99 14.02 275.4 274 7
 1 1523944800 1524052800 26298 57.88 34.03 922 178.2 276.04 99.99 13.86 NA NA 7
 1 1523944800 1524052800 26298 57.88 34.03 911 178.2 275.94 99.99 13.31 274.6 273.3 NA
 1 1523944800 1524052800 26298 57.88 34.03 875 178.2 275.6 100 11.83 NA NA 3
 1 1523944800 1524052800 26298 57.88 34.03 850 178.2 275.37 100 11.17 275.8 273.9 4
 1 1523944800 1524052800 26298 57.88 34.03 844 178.2 275.3 100 11.25 275.6 273.6 NA
 1 1523944800 1524052800 26298 57.88 34.03 802 178.2 274.8 99.97 11.89 NA NA 4
 1 1523944800 1524052800 26298 57.88 34.03 782 178.2 273.67 99.97 11.83 NA NA 3
 1 1523944800 1524052800 26298 57.88 34.03 739 178.2 271.01 99.99 11.59 NA NA 2
 1 1523944800 1524052800 26298 57.88 34.03 721 178.2 269.9 99.99 11.49 NA NA 3
 1 1523944800 1524052800 26298 57.88 34.03 700 178.2 268.61 100 11.38 268.1 264.7 4
 1 1523944800 1524052800 26298 57.88 34.03 678 178.2 266.87 97.47 11.33 267.5 264.2 NA
 1 1523944800 1524052800 26298 57.88 34.03 598 178.2 260.58 88.29 11.19 NA NA 7
 1 1523944800 1524052800 26298 57.88 34.03 558 178.2 257.43 83.7 11.12 NA NA 8
 1 1523944800 1524052800 26298 57.88 34.03 554 178.2 257.11 83.24 11.11 257.3 249.3 NA
 1 1523944800 1524052800 26298 57.88 34.03 502 178.2 253.02 77.27 11.03 252.7 244.7 NA
 1 1523944800 1524052800 26298 57.88 34.03 500 178.2 252.86 77.04 11.02 252.5 244.5 5
 1 1523944800 1524052800 26298 57.88 34.03 496 178.2 252.37 75.99 11.2 NA NA 5
 1 1523944800 1524052800 26298 57.88 34.03 409 178.2 241.61 53.21 15.64 NA NA 8
 1 1523944800 1524052800 26298 57.88 34.03 400 178.2 240.49 50.86 16.14 239.1 233.1 8
 1 1523944800 1524052800 26298 57.88 34.03 338 178.2 229.89 75.47 16.72 NA NA 7
 1 1523944800 1524052800 26298 57.88 34.03 317 178.2 226.3 83.81 16.92 NA NA 6
 1 1523944800 1524052800 26298 57.88 34.03 308 178.2 224.76 87.38 17 223.9 217.9 NA
 1 1523944800 1524052800 26298 57.88 34.03 303 178.2 223.9 89.37 17.05 223.5 217.5 9
 1 1523944800 1524052800 26298 57.88 34.03 300 178.2 223.39 90.56 17.08 223.7 217.7 9
 1 1523944800 1524052800 26298 57.88 34.03 279 178.2 222.38 64.46 15.07 NA NA 9
 1 1523944800 1524052800 26298 57.88 34.03 262 178.2 221.57 43.34 13.58 NA NA 13
 1 1523944800 1524052800 26298 57.88 34.03 250 178.2 220.99 28.43 12.63 223.3 215.3 12
 1 1523944800 1524052800 26298 57.88 34.03 202 178.2 222.09 7.21 12.54 NA NA 14
 1 1523944800 1524052800 26298 57.88 34.03 200 178.2 222.14 6.33 12.56 222.5 210.5 14
 1 1523944800 1524052800 26298 57.88 34.03 189 178.2 221.88 5.49 12.76 NA NA 15
 1 1523944800 1524052800 26298 57.88 34.03 163 178.2 221.26 3.52 13.47 221.9 209.9 NA
 1 1523944800 1524052800 26298 57.88 34.03 150 178.2 220.96 2.53 13.94 220.9 208.9 13
 1 1523944800 1524052800 26298 57.88 34.03 141 178.2 220.21 2.52 13.68 NA NA 15
 1 1523944800 1524052800 26298 57.88 34.03 123 178.2 218.72 2.49 13.19 NA NA 14
 1 1523944800 1524052800 26298 57.88 34.03 121 178.2 218.55 2.48 13.14 217.1 204.1 14
 1 1523944800 1524052800 26298 57.88 34.03 108 178.2 217.48 2.46 12.83 NA NA 12
 1 1523944800 1524052800 26298 57.88 34.03 100 178.2 216.82 2.45 12.66 215.9 202.9 12
 1 1523944800 1524052800 26298 57.88 34.03 95.1 178.2 216.57 2.39 12.07 NA NA 12
 1 1523944800 1524052800 26298 57.88 34.03 70 178.2 215.29 2.08 9.18 216.1 203.1 11
 1 1523944800 1524052800 26298 57.88 34.03 56.4 178.2 214.6 1.91 7.78 NA NA 7
 1 1523944800 1524052800 26298 57.88 34.03 50 178.2 214.27 1.83 7.2 215.1 202.1 7
 1 1523944800 1524052800 26477 56.35 30.62 1000 105.6 278.06 93.33 6.81 281.8 276.8 5
 1 1523944800 1524052800 26477 56.35 30.62 954 105.6 276.11 97.42 13.68 279.8 273.8 NA
 1 1523944800 1524052800 26477 56.35 30.62 925 105.6 274.89 99.99 18.29 275.2 271.6 15
 1 1523944800 1524052800 26477 56.35 30.62 909 105.6 274.81 100 18.46 NA NA 16
 1 1523944800 1524052800 26477 56.35 30.62 884 105.6 274.69 100 19.07 NA NA 17
 1 1523944800 1524052800 26477 56.35 30.62 880 105.6 274.68 100 19.21 272.5 269.6 NA
 1 1523944800 1524052800 26477 56.35 30.62 859 105.6 274.58 100 20.07 NA NA 15
 1 1523944800 1524052800 26477 56.35 30.62 850 105.6 274.53 100 20.51 273.4 270.5 15
 1 1523944800 1524052800 26477 56.35 30.62 828 105.6 273.9 100 19.75 273.4 270.7 NA
 1 1523944800 1524052800 26477 56.35 30.62 817 105.6 273.58 99.99 19.42 273.6 270.7 NA
 1 1523944800 1524052800 26477 56.35 30.62 700 105.6 268.49 90.26 20.13 267.5 262.7 15
 1 1523944800 1524052800 26477 56.35 30.62 663 105.6 265.56 92.06 20.52 264.7 259.7 NA
 1 1523944800 1524052800 26477 56.35 30.62 643 105.6 263.97 93.03 20.73 266.1 260.1 NA
 1 1523944800 1524052800 26477 56.35 30.62 630 105.6 262.94 93.66 20.87 NA NA 18
 1 1523944800 1524052800 26477 56.35 30.62 627 105.6 262.7 93.81 20.9 264.9 258.9 NA
 1 1523944800 1524052800 26477 56.35 30.62 620 105.6 262.15 94.15 20.97 262.1 254.1 NA
 1 1523944800 1524052800 26477 56.35 30.62 575 105.6 258.58 96.34 21.45 259.5 250.5 NA
 1 1523944800 1524052800 26477 56.35 30.62 565 105.6 257.78 96.83 21.56 257.5 248.5 NA
 1 1523944800 1524052800 26477 56.35 30.62 548 105.6 256.44 97.65 21.74 257.9 247.9 NA
 1 1523944800 1524052800 26477 56.35 30.62 542 105.6 255.96 97.95 21.8 255.3 244.3 NA
 1 1523944800 1524052800 26477 56.35 30.62 539 105.6 255.72 98.09 21.83 254.9 243.9 NA
 1 1523944800 1524052800 26477 56.35 30.62 533 105.6 255.25 98.38 21.9 255.7 244.7 NA
 1 1523944800 1524052800 26477 56.35 30.62 518 105.6 254.06 99.11 22.05 253.1 243.1 NA
 1 1523944800 1524052800 26477 56.35 30.62 502 105.6 252.79 99.89 22.22 NA NA 19
 1 1523944800 1524052800 26477 56.35 30.62 500 105.6 252.63 99.99 22.24 251.7 241.7 19
