# COMMAND: Rscript --vanilla /metfark/config/splus/synop /lustre/storeA/project/nwp/fark/2018/04/26/syno_002d.table /lustre/storeA/project/nwp/fark/2018/04/26/syno_002d/
#
# TYPE:synop
#
# ATTRIBUTES:25
# _n:4
# title_string1:Mean Sea Level Pressure
# title_string2:Temperature 2m
# title_string3:Relative Humidity 2m
# title_string4:Wind Speed 10m
# min1:-999999
# max1:+999999
# min2:-999999
# max2:+999999
# min3:-999999
# max3:+999999
# min4:-999999
# max4:+999999
# axis_string1:MSLP (hPa)
# axis_string2:T2m (K)
# axis_string3:Rh2m (%)
# axis_string4:FF10m (m/s)
# file_string1:mslp
# file_string2:t2m
# file_string3:rh2m
# file_string4:ff10m
# Orientation:landscape
# Format:Jpeg
# Suffix:.jpg
# Version:1.0
#
# LEGENDS:2
# 1:ECMWF
# 2:MEPS 2.5km
#
# COLUMNS:15
# set:id
# cycle_epoch:round(time_ana,0.01)
# time_epoch:round(time_trg,0.01)
# obs_id:obs_sta
# lat_deg:round(lat,0.001)
# lon_deg:round(lon,0.001)
# altitude_meter:round(geopot/9.81,0.1)
# model_variable1:round(pres/100.0,0.01)
# model_variable2:round(t2m,0.01)
# model_variable3:round(rh*100,0.01)
# model_variable4:round(sqrt((wind_x*wind_x) + (wind_y*wind_y)),0.01)
# obs_variable1:round(obs_pres/100.0,0.01)
# obs_variable2:round(obs_t2m,0.01)
# obs_variable3:round(obs_rh,0.01)
# obs_variable4:round(obs_wspd,0.01)
#
# Data table
 set cycle_epoch time_epoch obs_id lat_deg lon_deg altitude_meter model_variable1 model_variable2 model_variable3 model_variable4 obs_variable1 obs_variable2 obs_variable3 obs_variable4
 1 1524528000 1524690000 1020 65.847 24.174 8 990.87 273.74 27335.74 2.48 990.7 273.65 273.55 .7
 1 1524528000 1524690000 1020 66.773 23.963 85 990.58 272.76 27244.06 2.23 990.6 274.95 274.35 1.8
 1 1524528000 1524690000 1020 66.562 25.838 189 991.03 274.37 27376.02 2.49 NA 275.45 275.15 NA
 1 1524528000 1524690000 1020 67.367 26.629 179 990.99 274.04 27317.33 2.84 990.8 275.25 274.85 1.1
 1 1524528000 1524690000 1020 66.716 27.159 208 991.74 274.96 27359.95 2.76 991.1 275.85 275.75 1.5
 1 1524528000 1524690000 1020 66.834 28.674 214 992.38 273.75 27323.83 2.87 991.4 276.05 274.55 2.5
 1 1524528000 1524690000 1020 69.049 20.791 480 990.03 272.69 27104.29 .9 991.1 273.35 271.75 1.1
 1 1524528000 1524690000 1020 69.756 27.007 107 990.42 272.57 27142.25 1.06 990.8 274.05 272.25 .7
 1 1524528000 1524690000 1020 68.849 28.299 121 990.57 274.97 27319.04 2.93 990.6 274.35 274.35 1.5
 1 1524528000 1524690000 1020 64.217 27.752 160 993.03 275.08 27395.21 2.53 992.9 276.25 275.45 1
 1 1524528000 1524690000 1020 59.959 19.954 8 996.16 276.65 27506.28 2.83 996.5 276.95 276.25 3.8
 1 1524528000 1524690000 1020 60.301 19.131 3 996.3 276.72 27483.55 3.5 996.4 278.75 276.05 5.7
 1 1524528000 1524690000 1020 59.505 20.347 4 996.49 276.71 27548.85 3.03 996.3 279.75 276.75 6.1
 1 1524528000 1524690000 1020 60.258 20.747 23 995.89 275.48 27381.69 3.03 996.3 276.25 274.65 2.5
 1 1524528000 1524690000 1020 59.774 22.949 7 995.66 276.69 27545.11 4.03 996.7 275.65 275.25 4
 1 1524528000 1524690000 1020 60.327 24.957 51 995.36 276.55 27594.03 2.07 NA NA NA NA
 1 1524528000 1524690000 1020 59.931 24.014 12 995.65 276.58 27545.03 4.63 996.2 277.25 276.35 3
 1 1524528000 1524690000 1020 59.985 25.599 0 995.78 276.98 27537.59 6.65 996.3 276.65 276.25 5.2
 1 1524528000 1524690000 1020 60.204 25.625 19 995.52 276.49 27540.91 4.93 996.2 276.65 276.05 6.4
 1 1524528000 1524690000 1020 60.375 26.959 11 995.58 276.65 27552.5 6.59 996.1 276.15 275.85 5.1
 1 1524528000 1524690000 1020 60.275 26.445 5 995.63 276.74 27560.76 5.84 996.2 276.55 276.55 4.4
 1 1524528000 1524690000 1020 60.287 27.185 4 995.73 276.74 27548.69 7.1 995.9 277.05 275.55 5.3
 1 1524528000 1524690000 1020 60.814 23.498 104 995.06 276.59 27636.52 2.79 995.6 277.45 276.35 2.8
 1 1524528000 1524690000 1020 61.418 23.618 112 994.44 274.44 27400.64 2.75 994.8 276.45 275.85 2.6
 1 1524528000 1524690000 1020 60.962 25.631 78 994.57 277.28 27712.75 2.78 995.1 278.65 278.35 0
 1 1524528000 1524690000 1020 61.044 28.151 105 994.67 276.86 27678.33 2.71 995.4 277.05 276.75 1.5
 1 1524528000 1524690000 1020 61.689 27.202 99 993.95 275.57 27554 1.54 994.5 278.15 277.75 1.2
 1 1524528000 1524690000 1020 63.435 21.069 4 992.93 276.74 27266.02 7.08 992.5 276.15 274.55 5.5
 1 1524528000 1524690000 1020 63.12 23.044 42 992.77 273.94 27377.35 2.13 992.7 276.85 274.35 2.9
 1 1524528000 1524690000 1020 63.008 27.799 96 993.71 274.33 27411.7 1.2 993.5 276.85 276.85 2.1
 1 1524528000 1524690000 1020 63.751 22.523 2 992.04 274.38 27240.88 3.02 991.9 274.95 273.45 NA
 1 1524528000 1524690000 1020 64.331 23.446 3 991.61 273.82 27308.91 4.34 991.3 273.75 273.15 4.7
 1 1524528000 1524690000 1020 64.283 27.671 132 992.95 275 27379.77 2.38 992.8 277.15 275.65 1.5
 1 1524528000 1524690000 1020 65.385 24.096 25 990.88 274.12 27331.84 5.01 990.4 274.35 273.55 5.9
 1 1524528000 1524690000 1020 65.04 24.561 7 991.32 274.64 27418.97 3.92 991.2 275.45 273.85 5.2
 1 1524528000 1524690000 1020 65.673 24.515 2 991.05 274.37 27384.48 3.7 990.8 274.75 273.65 3.7
 1 1524528000 1524690000 1020 68.613 27.419 140 990.47 275 27337.23 2.54 990.6 274.75 274.75 0
 1 1524528000 1524690000 1020 63.142 31.044 233 994.2 274.91 27398.42 1.46 994.7 275.75 275.75 1.9
 1 1524528000 1524690000 1020 64.112 28.336 161 993.4 274.93 27379.82 2.11 993.5 275.75 275.75 1.8
 1 1524528000 1524690000 1020 64.298 30.171 196 994.02 274.54 27401.21 2.4 993.9 275.65 275.65 1.2
 1 1524528000 1524690000 1020 64.612 23.897 0 991.5 273.96 27333.1 4.63 990.8 275.15 273.75 7.2
 1 1524528000 1524690000 1020 64.684 25.089 48 991.73 274.58 27418.77 2.54 991.3 275.65 274.85 1.6
 1 1524528000 1524690000 1020 64.501 26.424 114 992.4 275.16 27498 2.26 992.3 276.05 275.65 1.4
 1 1524528000 1524690000 1020 65.575 28.218 197 992.88 274.26 27346.58 2.32 NA 276.05 275.65 1.6
 1 1524528000 1524690000 1020 66.166 29.152 500 992.92 273.55 27311.06 2.55 NA 274.75 274.55 9
 1 1524528000 1524690000 1020 66.498 25.709 85 990.96 274.34 27377.74 2.68 990.9 275.95 275.45 0
 1 1524528000 1524690000 1020 66.579 26.011 106 991.12 274.56 27379.03 2.46 991 274.65 274.55 0
 1 1524528000 1524690000 1020 67.286 28.177 180 991.67 273.89 27253.53 2.57 NA 275.65 275.05 1.3
 1 1524528000 1524690000 1020 67.022 27.218 491 991.46 274.78 27367.38 2.56 990.6 274.75 274.55 NA
 1 1524528000 1524690000 1020 67.162 29.178 213 992.43 273.85 27301.84 2.61 991.9 275.55 274.05 1.2
 1 1524528000 1524690000 1020 68.063 24.033 760 989.94 273.95 27291.81 1.21 991.3 272.25 272.25 4.4
 1 1524528000 1524690000 1020 67.973 24.116 555 989.97 274.08 27315.37 1.58 990.3 273.35 273.35 3.8
 1 1524528000 1524690000 1020 68 24.24 340 989.97 274.05 27302.46 1.47 991 274.15 274.05 1.5
 1 1524528000 1524690000 1020 68.17 25.783 276 990.29 274.37 27325.91 2.41 NA 274.25 274.25 .7
 1 1524528000 1524690000 1020 67.822 27.746 240 991.07 274.51 27234.99 2.95 NA 274.95 274.45 1.1
 1 1524528000 1524690000 1020 68.415 27.413 302 990.62 275.15 27333.96 3.04 NA 274.85 274.65 NA
 1 1524528000 1524690000 1020 68.434 27.444 437 990.59 275.21 27334.73 3.02 990.5 274.15 274.15 3.3
 1 1524528000 1524690000 1020 68.478 28.301 253 990.7 275.54 27321.29 2.02 990.6 275.45 275.05 1.8
 1 1524528000 1524690000 1020 68.603 23.576 374 989.99 274.14 27222.21 .49 990.5 273.45 272.15 1.1
 1 1524528000 1524690000 1020 68.903 25.736 285 990.11 273.5 27264.97 1.2 990.5 274.25 273.75 1.9
 1 1524528000 1524690000 1020 70.082 27.897 22 990.51 271 27027.28 2.01 990.7 274.15 272.15 0
 1 1524528000 1524690000 1020 69.072 27.493 123 990.24 273.62 27268.86 2.4 NA 273.45 272.85 .7
 1 1524528000 1524690000 1020 69.049 27.757 120 990.36 274.23 27318.5 4.13 990.3 273.55 273.25 1.2
 1 1524528000 1524690000 1020 61.145 21.303 4 995.4 275.68 27388.27 3.79 996.1 275.95 275.05 4.9
 1 1524528000 1524690000 1020 61.253 22.346 38 995.04 274.23 27365.56 2.64 995.6 277.05 275.35 1.4
 1 1524528000 1524690000 1020 61.466 23.747 84 994.32 274.66 27424.46 2.87 994.6 278.55 277.55 NA
 1 1524528000 1524690000 1020 61.265 25.52 79 994.09 276.34 27608.24 3.48 994.7 277.55 277.05 1.1
 1 1524528000 1524690000 1020 61.217 25.133 134 994.23 277.1 27697.28 3.28 995.4 276.15 276.05 1.7
 1 1524528000 1524690000 1020 61.039 28.564 46 994.8 276.46 27635.82 2.26 995.6 277.45 276.85 2.6
 1 1524528000 1524690000 1020 61.058 28.209 103 994.66 276.77 27669.56 2.73 995.4 277.25 277.15 1.3
 1 1524528000 1524690000 1020 61.445 29.461 74 994.5 276.96 27687.84 2.58 995.4 278.25 278.05 1.4
 1 1524528000 1524690000 1020 62.334 21.191 5 994.11 277.24 27331 4.5 994.6 274.25 273.85 1.5
 1 1524528000 1524690000 1020 62.203 21.17 0 994.27 277.12 27346.92 4.8 994.8 276.15 274.55 4.3
 1 1524528000 1524690000 1020 61.839 22.464 123 994.5 273.83 27339.4 2.76 995.2 274.55 274.55 1.8
 1 1524528000 1524690000 1020 62.328 23.542 138 993.39 274.59 27459.73 2.42 NA 275.25 275.25 2.6
 1 1524528000 1524690000 1020 61.518 23.754 96 994.25 274.61 27416.73 2.8 994.5 277.85 277.15 3.6
 1 1524528000 1524690000 1020 61.704 25.505 80 993.63 275.37 27507.44 2.4 NA 277.35 277.35 3.3
 1 1524528000 1524690000 1020 61.892 27.885 110 993.76 276.56 27656.3 1.91 994.5 278.35 277.45 1.5
 1 1524528000 1524690000 1020 62.322 27.908 83 993.75 275.34 27527.15 .87 993.9 277.45 277.45 1.6
 1 1524528000 1524690000 1020 62.063 28.566 79 993.79 275.73 27572.81 1.62 994.5 275.95 275.65 2.7
 1 1524528000 1524690000 1020 61.802 29.315 78 994.03 275.53 27553.26 2.71 994.8 277.65 277.25 NA
 1 1524528000 1524690000 1020 62.934 21.185 1 993.44 276.91 27303.3 5.29 993.4 275.65 274.15 3.3
 1 1524528000 1524690000 1020 62.978 20.74 2 993.6 276.85 27294.65 6.87 993.3 276.95 274.95 7.4
 1 1524528000 1524690000 1020 62.938 22.489 26 993.05 275.1 27381.36 2.8 993.5 275.85 273.85 3
 1 1524528000 1524690000 1020 63.446 24.444 153 992.48 275.94 27574.15 2.39 NA 276.55 276.45 1.9
 1 1524528000 1524690000 1020 63.089 24.261 171 992.74 275.08 27508.22 2.07 993.3 274.95 274.25 NA
 1 1524528000 1524690000 1020 63.143 27.313 90 993.52 274.17 27396.46 1.51 993.1 277.05 276.75 1.2
 1 1524528000 1524690000 1020 62.799 27.905 86 993.76 274.42 27436.02 1.29 993.2 277.35 277.15 3.4
 1 1524528000 1524690000 1020 63.232 29.234 115 993.9 274.44 27425.6 1.29 NA 276.55 276.15 1.7
 1 1524528000 1524690000 1020 62.546 29.668 78 993.87 274.18 27409.88 1.7 994.6 274.65 274.55 3.6
 1 1524528000 1524690000 1020 62.602 29.724 81 993.88 274.25 27418.6 1.58 995 277.05 275.95 NA
 1 1524528000 1524690000 1020 63.321 30.046 98 994.06 274.73 27413.33 1.34 NA 277.05 277.05 1.5
 1 1524528000 1524690000 1020 63.736 25.706 152 992.59 275.44 27537.58 2.17 992.7 274.45 274.45 1
 1 1524528000 1524690000 1020 60.112 21.698 3 995.67 275.44 27429.66 3.07 996.2 275.65 275.55 1.7
 1 1524528000 1524690000 1020 60.387 22.552 6 995.47 274.13 27394.81 1.84 995.9 276.85 276.25 NA
 1 1524528000 1524690000 1020 59.869 22.193 10 995.57 276.44 27546.45 2.07 NA 276.25 275.95 3
 1 1524528000 1524690000 1020 60.378 22.096 3 995.55 274.82 27424.1 2.24 995.9 276.85 276.35 4
 1 1524528000 1524690000 1020 60.171 22.758 12 995.47 273.59 27339.78 1.95 NA 276.65 275.95 2
 1 1524528000 1524690000 1020 60.419 24.399 42 995.3 276.27 27594.44 2.23 995.7 275.25 275.15 0
 1 1524528000 1524690000 1020 59.92 24.35 2 995.73 276.82 27556.82 5.62 NA 276.65 276.15 5.2
 1 1524528000 1524690000 1020 59.949 24.926 0 995.74 276.88 27545.18 6.68 996.4 276.75 276.55 6.4
 1 1524528000 1524690000 1020 60.647 23.806 142 995.12 276.41 27613.43 2.46 NA 276.15 275.25 3
 1 1524528000 1524690000 1020 60.509 24.654 111 995.18 277.07 27621.28 2.35 996.3 275.55 274.85 NA
 1 1524528000 1524690000 1020 60.891 26.929 99 994.77 277.24 27685.45 2.53 995.5 277.95 277.65 NA
 1 1524528000 1524690000 1020 60.527 27.673 5 995.44 275.96 27520.6 5.45 NA 276.85 276.55 2
 1 1524528000 1524690000 1020 61.198 28.473 77 994.51 275.12 27512.49 3.44 995.4 275.15 275.05 3.9
 1 1524528000 1524690000 1020 62.51 24.808 227 993.26 274.03 27366.08 2.06 993.8 275.75 275.55 2.5
 1 1524528000 1524690000 1020 60.628 25.193 83 995.04 277.33 27665.36 2.55 995.6 275.75 275.35 1.5
 1 1524528000 1524690000 1020 60.116 20.298 10 995.99 276.28 27469.06 1.92 996.5 277.15 276.65 2.2
 1 1524528000 1524690000 1020 60.291 24.568 90 995.4 275.65 27542.08 2.16 995.9 276.75 275.95 1.6
 1 1524528000 1524690000 1020 60.178 24.787 6 995.49 275.75 27527.88 3.05 996.2 278.35 276.25 2.7
 1 1524528000 1524690000 1020 59.844 23.248 3 995.64 276.42 27529.5 3.79 NA 274.75 274.45 NA
 1 1524528000 1524690000 1020 60.374 23.113 2 995.4 274.68 27448.9 1.63 NA 277.55 276.45 NA
 1 1524528000 1524690000 1020 60.244 24.05 36 995.45 274.85 27462.04 1.97 NA 276.75 275.45 NA
 1 1524528000 1524690000 1020 60.596 24.803 86 995.08 277.12 27632.88 2.44 995.8 276.25 275.15 NA
 1 1524528000 1524690000 1020 61.115 24.324 87 994.53 275.94 27587.11 2.8 NA 278.15 276.75 NA
 1 1524528000 1524690000 1020 61.054 25.038 125 994.53 276.75 27675.9 2.95 NA 277.65 276.85 NA
 1 1524528000 1524690000 1020 60.696 26.811 33 995.04 276.71 27625.25 2.55 NA 278.05 277.25 NA
 1 1524528000 1524690000 1020 61.2 26.049 92 994.23 277.03 27684.63 2.98 NA 278.65 278.15 NA
 1 1524528000 1524690000 1020 62.183 22.8 161 993.89 274.29 27370.57 2.93 NA 274.35 274.05 NA
 1 1524528000 1524690000 1020 61.846 24.287 153 993.64 275.21 27504.76 2.75 NA 277.05 276.95 NA
 1 1524528000 1524690000 1020 61.86 24.815 144 993.56 275.62 27535.93 2.48 NA 277.45 277.05 NA
 1 1524528000 1524690000 1020 61.879 26.095 146 993.69 274.51 27433.56 1.68 NA 277.15 276.95 NA
 1 1524528000 1524690000 1020 62.235 30.347 90 994.02 274.78 27473.42 1.34 NA 276.35 276.35 NA
 1 1524528000 1524690000 1020 62.922 26.425 120 993.27 274.36 27413.13 1.84 NA 275.25 275.25 NA
 1 1524528000 1524690000 1020 64.143 25.423 112 992.21 274.52 27447.54 2.14 NA 275.75 275.55 NA
 1 1524528000 1524690000 1020 63.667 28.829 115 993.83 273.86 27355.22 1.44 NA 276.55 276.55 NA
 1 1524528000 1524690000 1020 64.664 28.057 341 993.07 274.16 27342.44 2.07 NA 275.55 275.55 1.4
 1 1524528000 1524690000 1020 66.37 29.312 165 992.95 273.47 27284.83 2.1 NA 274.55 274.55 NA
 1 1524528000 1524690000 1020 66.32 29.4 298 992.99 273.46 27291.77 2.2 NA 274.85 274.85 2.8
 1 1524528000 1524690000 1020 66.53 24.65 93 990.83 273.78 27351.24 2.36 NA 274.65 274.35 NA
 1 1524528000 1524690000 1020 67.652 24.902 181 990.37 273.42 27276.98 2.36 NA 274.75 274.55 .7
 1 1524528000 1524690000 1020 67.749 29.611 360 991.9 274.47 27219.15 3.65 NA 276.15 273.95 NA
 1 1524528000 1524690000 1020 69.043 20.851 1002 990.03 272.52 27094.66 .93 NA 269.15 268.75 NA
 1 1524528000 1524690000 1020 69.141 27.266 156 990.19 273.25 27237.68 1.13 NA 273.85 273.85 NA
 1 1524528000 1524690000 1020 69.583 28.894 106 990.55 274.37 27318.69 2.11 NA 274.05 273.45 1.2
 1 1524528000 1524690000 1020 69.757 27.012 76 990.42 272.57 27143.18 1.06 NA 273.85 272.85 NA
 1 1524528000 1524690000 1020 61.522 28.185 98 994.1 275.67 27562.04 2.62 NA 278.35 277.95 2.7
 1 1524528000 1524690000 1020 61.501 23.765 91 994.26 274.64 27425.8 2.85 NA 278.95 277.35 NA
 1 1524528000 1524690000 1020 67.997 24.21 270 989.96 274.07 27304.91 1.48 NA 274.95 273.45 .9
 1 1524528000 1524690000 1020 66.172 29.136 305 992.9 273.58 27312.3 2.57 992.3 275.95 275.15 NA
 1 1524528000 1524690000 1020 60.125 19.904 2 996.16 276.13 27446.4 2.46 996.3 275.95 275.25 0
 1 1524528000 1524690000 1020 59.821 23.573 17 995.7 276.66 27535.85 5.01 996.5 276.45 276.15 3.1
 1 1524528000 1524690000 1020 60.464 23.65 117 995.27 275.54 27525.52 2.02 996.1 274.85 274.45 1.7
 1 1524528000 1524690000 1020 60.105 24.975 6 995.55 276.44 27548.15 5.27 996.6 276.95 276.25 4.8
 1 1524528000 1524690000 1020 60.203 24.961 24 995.47 275.9 27538.39 3.12 996.1 278.65 276.85 2.8
 1 1524528000 1524690000 1020 60.392 25.607 22 995.32 277.28 27619.68 2.04 995.9 277.05 276.65 1.7
 1 1524528000 1524690000 1020 60.898 26.949 102 994.76 277.25 27687.28 2.52 994.9 277.95 277.55 3.1
 1 1524528000 1524690000 1020 61.63 21.376 3 994.9 275.85 27376.72 3.49 995.5 276.55 274.85 4.4
 1 1524528000 1524690000 1020 61.855 24.805 143 993.57 275.61 27535.82 2.47 994.4 277.35 276.95 1
 1 1524528000 1524690000 1020 61.946 28.931 93 993.9 275.41 27539.66 1.83 994.6 278.55 277.65 1
 1 1524528000 1524690000 1020 62.66 29.612 118 993.87 274.28 27408.66 1.43 994.6 276.25 276.15 2.6
 1 1524528000 1524690000 1020 63.951 22.845 5 991.82 274.02 27284.6 3.5 991.5 274.85 273.35 5.7
 1 1524528000 1524690000 1020 63.721 23.139 25 992.09 275.22 27481.46 2.38 992.1 277.65 273.65 2.6
 1 1524528000 1524690000 1020 63.821 24.163 83 992.11 275.51 27551.25 2.21 992 277.85 276.55 2.4
 1 1524528000 1524690000 1020 63.841 27.221 206 993.09 274.83 27404.06 2.14 993.2 276.55 276.15 2.6
 1 1524528000 1524690000 1020 65.02 24.728 7 991.35 275.12 27449.4 3.47 NA 275.65 274.75 .7
 1 1524528000 1524690000 1020 64.666 24.407 2 991.56 274.7 27438.01 3.52 991.3 276.55 275.65 3.6
 1 1524528000 1524690000 1020 65.78 24.579 10 991.07 274.46 27416.66 2.89 990.7 274.55 273.55 1
 1 1524528000 1524690000 1020 65.977 26.368 161 991.74 274.14 27376.71 2.8 991.5 275.35 274.95 1.9
 1 1524528000 1524690000 1020 65.993 29.227 264 993.13 273.56 27315.52 2.17 992.7 275.15 274.75 2.6
 1 1524528000 1524690000 1020 67.693 24.855 193 990.34 273.4 27275.01 2.34 990.9 274.45 274.15 2.1
 1 1524528000 1524690000 1020 67.987 24.243 347 989.98 274.05 27305.07 1.56 990.9 273.45 273.25 2.5
 1 1524528000 1524690000 1020 68.084 27.185 248 990.71 274.61 27315.67 2.09 990.8 274.45 274.45 1.1
 1 1524528000 1524690000 1020 65.686 -18.1 23 1004.51 270.81 26904.58 1.24 1003.2 276.35 271.25 .5
 1 1524528000 1524690000 1020 64.251 -15.213 4 1001.35 276.77 27291.65 .63 1002 276.95 274.95 2.6
 1 1524528000 1524690000 1020 65.703 -19.613 43 1003.82 272.57 26898.29 3.19 1002.6 275.65 271.05 6.2
 1 1524528000 1524690000 1020 65.642 -16.121 384 1004.16 270.12 26841.59 4.49 1004.3 271.35 267.05 2.6
 1 1524528000 1524690000 1020 65.703 -14.821 42.2 1003.4 270.99 26889.65 2.19 1003.2 273.55 270.35 .5
 1 1524528000 1524690000 1020 65.268 -13.576 9 1001.66 274.31 27030.52 6.11 1002.5 275.15 269.35 6.2
 1 1524528000 1524690000 1020 60.999 24.492 87 994.67 275.99 27591.94 2.7 995.1 278.95 276.75 3.5
 1 1524528000 1524690000 1020 62.398 25.671 139 993.38 273.67 27361.19 1.98 993.9 277.15 276.95 1.5
 1 1524528000 1524690000 1020 59.809 22.912 10 995.63 276.69 27549.26 3.76 996.6 276.35 275.95 2.9
 1 1524528000 1524690000 1020 60.304 25.549 2 995.39 276.71 27581.59 2.94 NA 277.25 276.75 2.9
 1 1524528000 1524690000 1020 65.697 -18.111 31 1004.52 270.82 26902.9 1.25 1003.6 276.05 270.35 3.1
 1 1524528000 1524690000 1020 64.867 -19.562 641 1002.74 269.89 26773.9 2.82 1001.9 272.55 271.05 4.6
 1 1524528000 1524690000 1020 66.544 -18.017 19 1004.6 274.79 26852.64 5.36 1004.9 274.15 268.85 4.1
 1 1524528000 1524690000 1020 64.928 -15.777 639 1003.8 268.75 26761.37 4.65 1003.4 269.65 267.85 4.6
 1 1524528000 1524690000 1020 65.268 -13.575 10 1001.66 274.32 27030.89 6.13 1002.2 275.05 270.35 6.2
 1 1524528000 1524693600 1020 59.779 21.375 6 996.07 275.84 27463.54 2.32 996.1 278.75 277.65 1.4
 1 1524528000 1524693600 1020 60.178 19.987 11 996.25 275.52 27347.46 2.15 996.7 276.55 275.75 .7
 1 1524528000 1524693600 1020 60.454 22.179 8 995.57 274.02 27322.8 2.08 996.2 276.45 276.15 2.6
 1 1524528000 1524693600 1020 60.175 24.945 3 995.4 275.52 27497.45 3.02 995.9 278.05 276.15 1.8
 1 1524528000 1524693600 1020 60.722 21.027 5 995.69 276.1 27392.26 4.31 996.2 275.75 275.45 5
 1 1524528000 1524693600 1020 61.479 21.783 9 994.89 274.04 27317.77 2.55 995.7 274.35 273.95 1.7
 1 1524528000 1524693600 1020 60.999 24.492 87 994.58 276 27592.59 2.51 995.1 278.25 276.55 3.8
 1 1524528000 1524693600 1020 62.413 22.184 93 993.81 275.06 27278.56 2.6 994.4 273.55 272.85 2.2
 1 1524528000 1524693600 1020 62.398 25.671 139 993.26 273.13 27305.74 2.3 993.7 276.55 276.15 1.1
 1 1524528000 1524693600 1020 63.099 21.64 7 993.05 277.04 27228.96 3.3 992.9 276.55 273.95 3.8
 1 1524528000 1524693600 1020 62.535 24.217 159 993.04 274.1 27401.17 2.08 994 273.85 273.55 0
 1 1524528000 1524693600 1020 63.082 25.859 130 992.94 275.45 27510.13 2.09 993.1 276.35 276.25 .7
 1 1524528000 1524693600 1020 62.893 27.633 87 993.42 274.22 27405.1 1.24 992.8 277.65 277.45 1.1
 1 1524528000 1524693600 1020 63.378 28.662 166 993.54 273.94 27375.25 1.37 993.5 276.25 276.25 1.4
 1 1524528000 1524693600 1020 62.77 30.975 155 993.74 274.58 27399.89 1.38 994.9 275.85 275.85 1.6
 1 1524528000 1524693600 1020 63.844 23.125 6 991.91 274.36 27352.28 2.43 992 276.75 273.95 NA
 1 1524528000 1524693600 1020 64.05 24.725 76 991.97 273.64 27362 1.94 991.9 276.25 275.95 2.3
 1 1524528000 1524693600 1020 64.937 25.373 10 991.59 274.64 27408.02 2.43 991.1 274.25 274.25 1.5
 1 1524528000 1524693600 1020 65.4 26.963 120 992.27 273.97 27351.62 2.35 992 275.85 275.55 1.6
 1 1524528000 1524693600 1020 64.931 28.747 222 993.07 273.56 27289.16 1.75 992.8 275.15 274.75 .6
 1 1524528000 1524693600 1020 65.847 24.174 8 990.85 273.41 27309.08 2.07 990.6 273.65 273.45 .8
 1 1524528000 1524693600 1020 66.773 23.963 85 990.66 272.47 27223.99 1.85 990.7 274.55 274.15 .8
 1 1524528000 1524693600 1020 66.562 25.838 189 991.17 273.65 27307.78 1.97 NA 274.95 274.65 NA
 1 1524528000 1524693600 1020 67.367 26.629 179 991.15 273.81 27327.17 2.51 990.9 275.05 274.65 1.9
 1 1524528000 1524693600 1020 66.716 27.159 208 991.68 274.53 27355.56 2.47 991.2 275.15 275.15 1.3
 1 1524528000 1524693600 1020 66.834 28.674 214 992.32 273.98 27336.93 2.66 991.5 276.85 275.25 3.7
 1 1524528000 1524693600 1020 69.049 20.791 480 990.28 272.08 27078.78 .89 991.3 273.15 271.15 1.8
 1 1524528000 1524693600 1020 69.756 27.007 107 990.6 272.85 27160.07 .59 991 273.15 271.85 .7
 1 1524528000 1524693600 1020 68.849 28.299 121 990.68 274.76 27319.69 2.48 990.6 274.05 274.05 .6
 1 1524528000 1524693600 1020 64.217 27.752 160 992.84 274.86 27398.41 2.43 992.7 276.15 275.65 1.1
 1 1524528000 1524693600 1020 59.959 19.954 8 996.21 276.48 27474.86 2.84 996.6 276.65 276.15 4.8
 1 1524528000 1524693600 1020 60.301 19.131 3 996.25 277.19 27522.31 3.75 996.3 278.55 277.15 6.9
 1 1524528000 1524693600 1020 59.505 20.347 4 996.42 276.58 27550.66 3.12 996.2 280.95 276.35 0
 1 1524528000 1524693600 1020 60.258 20.747 23 996.01 275.52 27382.47 3.35 996.2 276.35 275.05 2.3
 1 1524528000 1524693600 1020 59.774 22.949 7 995.55 276.51 27548.84 3.56 996.6 275.55 275.25 4.3
 1 1524528000 1524693600 1020 60.327 24.957 51 995.23 275.78 27549.34 1.91 996 276.15 275.55 3.1
 1 1524528000 1524693600 1020 59.931 24.014 12 995.49 276.51 27542.85 4.56 996.1 276.05 275.55 4.5
 1 1524528000 1524693600 1020 59.985 25.599 0 995.63 276.81 27538.66 6.35 996.1 276.45 276.25 5.5
 1 1524528000 1524693600 1020 60.204 25.625 19 995.42 276.24 27541.04 4.46 995.8 276.95 275.85 5.7
 1 1524528000 1524693600 1020 60.375 26.959 11 995.3 276.58 27548.89 5.37 995.9 276.15 275.75 4.6
 1 1524528000 1524693600 1020 60.275 26.445 5 995.38 276.54 27548.78 5.39 995.9 276.85 276.75 4.3
 1 1524528000 1524693600 1020 60.287 27.185 4 995.48 276.5 27545 5.76 995.8 276.65 275.45 4.8
 1 1524528000 1524693600 1020 60.814 23.498 104 995.02 275.94 27574.25 2.51 995.6 277.15 276.25 2.4
 1 1524528000 1524693600 1020 61.418 23.618 112 994.43 273.55 27350.69 2.35 995.1 276.25 275.65 2.6
 1 1524528000 1524693600 1020 60.962 25.631 78 994.45 276.78 27665.56 2.58 995 278.35 278.15 1.5
 1 1524528000 1524693600 1020 61.044 28.151 105 994.47 276.84 27673.27 2.7 995.3 276.75 276.45 1.5
