# COMMAND: Rscript --vanilla /metfark/config/splus/synop /lustre/storeA/project/nwp/fark/2018/04/26/syno_002d.table /lustre/storeA/project/nwp/fark/2018/04/26/syno_002d/
#
# TYPE:synop
#
# ATTRIBUTES:25
# _n:4
# title_string1:Mean Sea Level Pressure
# title_string2:Temperature 2m
# title_string3:Relative Humidity 2m
# title_string4:Wind Speed 10m
# min1:-999999
# max1:+999999
# min2:-999999
# max2:+999999
# min3:-999999
# max3:+999999
# min4:-999999
# max4:+999999
# axis_string1:MSLP (hPa)
# axis_string2:T2m (K)
# axis_string3:Rh2m (%)
# axis_string4:FF10m (m/s)
# file_string1:mslp
# file_string2:t2m
# file_string3:rh2m
# file_string4:ff10m
# Orientation:landscape
# Format:Jpeg
# Suffix:.jpg
# Version:1.0
#
# LEGENDS:2
# 1:ECMWF
# 2:MEPS 2.5km
#
# COLUMNS:15
# set:id
# cycle_epoch:round(time_ana,0.01)
# time_epoch:round(time_trg,0.01)
# obs_id:obs_sta
# lat_deg:round(lat,0.001)
# lon_deg:round(lon,0.001)
# altitude_meter:round(geopot/9.81,0.1)
# model_variable1:round(pres/100.0,0.01)
# model_variable2:round(t2m,0.01)
# model_variable3:round(rh*100,0.01)
# model_variable4:round(sqrt((wind_x*wind_x) + (wind_y*wind_y)),0.01)
# obs_variable1:round(obs_pres/100.0,0.01)
# obs_variable2:round(obs_t2m,0.01)
# obs_variable3:round(obs_rh,0.01)
# obs_variable4:round(obs_wspd,0.01)
#
# Data table
 set cycle_epoch time_epoch obs_id lat_deg lon_deg altitude_meter model_variable1 model_variable2 model_variable3 model_variable4 obs_variable1 obs_variable2 obs_variable3 obs_variable4
 1 1524528000 1524574800 1020 64.05 24.725 76 996.28 278.48 27451.43 4.8 996.2 279.45 274.25 7
 1 1524528000 1524574800 1020 64.937 25.373 10 996.5 277.58 27333.54 5.35 996.1 278.15 274.05 3.8
 1 1524528000 1524574800 1020 65.4 26.963 120 998.19 276.48 27138.91 5.49 998.3 276.85 271.95 5.6
 1 1524528000 1524574800 1020 64.931 28.747 222 1000.61 276.26 26970.21 4.5 1000.1 277.25 268.25 4
 1 1524528000 1524574800 1020 65.847 24.174 8 995.73 275.07 27256.76 4.82 995.5 275.25 273.35 4.2
 1 1524528000 1524574800 1020 66.773 23.963 85 995.61 275.45 27220.99 4.1 995 275.85 273.85 4.7
 1 1524528000 1524574800 1020 66.562 25.838 189 996.83 276.47 27197.19 4.22 NA 277.45 270.05 NA
 1 1524528000 1524574800 1020 67.367 26.629 179 996.05 278.79 26982.13 3.97 996.4 278.85 270.65 4.9
 1 1524528000 1524574800 1020 66.716 27.159 208 997.07 278.54 27026.81 4.58 997 277.95 270.55 5.1
 1 1524528000 1524574800 1020 66.834 28.674 214 997.83 279.47 26906.41 4.99 998.1 279.55 268.35 5.3
 1 1524528000 1524574800 1020 69.049 20.791 480 991.94 274.81 27194.78 4.56 992.1 275.25 273.35 5.8
 1 1524528000 1524574800 1020 69.756 27.007 107 993.69 276.63 27361.72 5.28 994.5 278.05 273.65 3.8
 1 1524528000 1524574800 1020 68.849 28.299 121 995.19 279.11 26972.72 3.88 995.5 280.45 271.55 6.7
 1 1524528000 1524574800 1020 64.217 27.752 160 1000.03 275.9 27135.88 5.78 1000.2 276.35 272.05 3.8
 1 1524528000 1524574800 1020 59.959 19.954 8 998.25 278.11 27524.35 8.27 998.4 277.85 276.15 10.8
 1 1524528000 1524574800 1020 60.301 19.131 3 996.49 280.37 27378.95 8.01 996.8 279.45 275.65 6.3
 1 1524528000 1524574800 1020 59.505 20.347 4 999.54 278.34 27570.6 10.09 999.3 278.25 276.35 12.7
 1 1524528000 1524574800 1020 60.258 20.747 23 998.33 277.31 27511.41 8.29 998.2 282.85 276.95 8.5
 1 1524528000 1524574800 1020 59.774 22.949 7 1001.22 277.73 27603.67 6.86 1001.6 279.15 276.55 8.6
 1 1524528000 1524574800 1020 60.327 24.957 51 1000.6 282.95 27779.83 5.17 1001 283.05 278.15 7.1
 1 1524528000 1524574800 1020 59.931 24.014 12 1001.44 277.54 27628.24 7.15 1001.5 279.35 277.25 6.7
 1 1524528000 1524574800 1020 59.985 25.599 0 1001.85 277.62 27606.79 4.83 1002 279.05 278.15 7.3
 1 1524528000 1524574800 1020 60.204 25.625 19 1001.68 277.12 27599.93 5.16 1002 278.25 277.15 5
 1 1524528000 1524574800 1020 60.375 26.959 11 1001.93 276.76 27545.17 4.33 1002.6 278.15 276.85 3.6
 1 1524528000 1524574800 1020 60.275 26.445 5 1001.88 276.92 27623.74 4.41 1002.3 277.75 277.35 4.7
 1 1524528000 1524574800 1020 60.287 27.185 4 1002.04 276.7 27556.66 4.87 1002.4 276.85 276.25 5.5
 1 1524528000 1524574800 1020 60.814 23.498 104 999.17 281.46 27695.71 4.83 999.3 281.25 277.65 6.7
 1 1524528000 1524574800 1020 61.418 23.618 112 998.2 282.01 27622.07 3.28 998.6 280.95 277.15 3.1
 1 1524528000 1524574800 1020 60.962 25.631 78 999.32 283.86 27857.14 4.4 1000.1 282.05 280.35 2.5
 1 1524528000 1524574800 1020 61.044 28.151 105 1002.12 279.39 27557.06 5.14 1002.7 277.15 275.15 3.1
 1 1524528000 1524574800 1020 61.689 27.202 99 1000.4 281.81 27553.66 3.93 1001.4 278.05 275.15 3
 1 1524528000 1524574800 1020 63.435 21.069 4 994.16 275.34 27462.49 7.7 994.1 276.25 275.95 6.5
 1 1524528000 1524574800 1020 63.12 23.044 42 995.63 280.16 27797.36 4.89 995.5 280.15 278.65 7.1
 1 1524528000 1524574800 1020 63.008 27.799 96 1001.19 275.37 27236.04 4.85 1000.9 278.15 270.55 5.7
 1 1524528000 1524574800 1020 63.751 22.523 2 994.37 277.11 27604.71 6.81 993.8 277.85 276.55 NA
 1 1524528000 1524574800 1020 64.331 23.446 3 994.41 277.32 27534.37 7.3 994.3 275.65 275.35 7.5
 1 1524528000 1524574800 1020 64.283 27.671 132 999.92 275.69 27140.34 6.22 1000 277.05 271.45 5.1
 1 1524528000 1524574800 1020 65.385 24.096 25 995.18 275.25 27331.61 7.15 994.6 274.95 273.35 7.6
 1 1524528000 1524574800 1020 65.04 24.561 7 995.45 276.51 27348.7 7.02 995.4 277.25 274.05 7.7
 1 1524528000 1524574800 1020 65.673 24.515 2 995.85 275.24 27255.6 6.42 995.4 275.65 273.25 6.8
 1 1524528000 1524574800 1020 68.613 27.419 140 995.19 278.67 27055.97 3.52 995.6 278.65 271.75 5.1
 1 1524528000 1524574800 1020 63.142 31.044 233 1003.94 278.37 26782.91 4.44 1003.1 279.35 266.25 4.6
 1 1524528000 1524574800 1020 64.112 28.336 161 1000.87 275.81 27086.03 4.88 1001.4 275.05 271.25 5.8
 1 1524528000 1524574800 1020 64.298 30.171 196 1002.12 277.97 26836.09 4.89 1001.9 278.15 265.35 3.5
 1 1524528000 1524574800 1020 64.612 23.897 0 994.75 276.78 27428.01 7.9 994.1 276.75 275.15 11.9
 1 1524528000 1524574800 1020 64.684 25.089 48 996.23 277.79 27424.26 4.87 995.8 278.45 273.15 6.8
 1 1524528000 1524574800 1020 65.006 25.393 3 996.49 277.62 27332.91 5.88 995.9 277.65 273.55 9.1
 1 1524528000 1524574800 1020 64.501 26.424 114 998.19 277.09 27257.29 5.04 998 276.45 272.35 7
 1 1524528000 1524574800 1020 65.575 28.218 197 999.34 276.9 27018.96 5.14 NA 278.05 268.15 3.9
 1 1524528000 1524574800 1020 66.166 29.152 500 999.21 278.05 26877.99 5.29 NA 276.75 267.05 10.3
 1 1524528000 1524574800 1020 66.498 25.709 85 996.76 276.3 27206.68 4.04 996.2 278.15 271.15 6.9
 1 1524528000 1524574800 1020 66.579 26.011 106 996.92 276.65 27188.61 4.45 996.3 278.05 270.05 3.3
 1 1524528000 1524574800 1020 67.286 28.177 180 996.87 280.13 26885.84 4.53 NA 279.55 267.45 3.6
 1 1524528000 1524574800 1020 67.022 27.218 491 996.68 279.29 26958.65 4.82 996 275.95 269.35 NA
 1 1524528000 1524574800 1020 67.162 29.178 213 997.68 279.89 26799.6 4.64 998.1 280.25 266.65 4
 1 1524528000 1524574800 1020 68.063 24.033 760 994.27 277.36 27183.99 3.99 995.4 272.35 272.25 9.5
 1 1524528000 1524574800 1020 67.973 24.116 555 994.34 277.46 27158.7 4.03 994.4 273.65 273.35 9.9
 1 1524528000 1524574800 1020 68 24.24 340 994.37 277.72 27164.82 3.96 994.7 276.75 272.35 4
 1 1524528000 1524574800 1020 68.17 25.783 276 995.02 277.9 27083.1 3.87 NA 278.75 270.55 5
 1 1524528000 1524574800 1020 67.822 27.746 240 996 278.97 26837.77 4.78 NA 280.25 266.35 7
 1 1524528000 1524574800 1020 68.415 27.413 302 995.38 278.22 26975.16 3.7 NA 279.05 268.75 NA
 1 1524528000 1524574800 1020 68.434 27.444 437 995.37 278.3 26979.43 3.68 995.2 277.45 268.85 7.9
 1 1524528000 1524574800 1020 68.478 28.301 253 995.61 279.52 26871.48 3.42 995.9 279.55 269.15 5.9
 1 1524528000 1524574800 1020 68.603 23.576 374 993.69 275.81 27325.61 5.08 993.9 275.25 273.15 NA
 1 1524528000 1524574800 1020 68.903 25.736 285 994.04 278.29 27259.84 4.33 994.7 277.05 272.95 3.2
 1 1524528000 1524574800 1020 70.082 27.897 22 993.27 277 27392.49 4.59 994.2 277.05 273.65 2.4
 1 1524528000 1524574800 1020 69.072 27.493 123 994.4 278.83 27213.98 4.7 NA 278.85 271.95 6.7
 1 1524528000 1524574800 1020 69.049 27.757 120 994.67 276.53 27213.52 6.56 995 277.15 272.45 4
 1 1524528000 1524574800 1020 61.145 21.303 4 997.58 278.36 27593.14 5.64 998 279.25 277.45 9.8
 1 1524528000 1524574800 1020 61.253 22.346 38 997.96 281.72 27772.44 4.51 998.3 281.05 278.35 2.8
 1 1524528000 1524574800 1020 61.466 23.747 84 998.3 281.58 27623.41 3.37 998.6 281.45 277.55 NA
 1 1524528000 1524574800 1020 61.265 25.52 79 999.01 280.92 27741.66 4.15 999.8 276.95 275.85 4.5
 1 1524528000 1524574800 1020 61.217 25.133 134 998.97 282.66 27768.39 4.38 999.8 280.95 280.65 1.8
 1 1524528000 1524574800 1020 61.039 28.564 46 1002.55 279.15 27537.24 4.66 1003.1 277.45 275.25 NA
 1 1524528000 1524574800 1020 61.058 28.209 103 1002.15 279.27 27547.79 5.28 1002.8 277.15 275.25 2.8
 1 1524528000 1524574800 1020 61.445 29.461 74 1003.26 277.65 27329.6 3.69 1003.2 278.35 272.05 4.4
 1 1524528000 1524574800 1020 62.334 21.191 5 996.29 277.19 27579.07 7.03 996.5 278.05 276.65 9
 1 1524528000 1524574800 1020 62.203 21.17 0 996.41 276.77 27558.76 7.11 996.6 276.45 275.65 9
 1 1524528000 1524574800 1020 61.839 22.464 123 997.26 280.9 27751.16 4.79 997.7 279.55 279.05 2.8
 1 1524528000 1524574800 1020 62.328 23.542 138 997.04 280.74 27712.57 4.73 NA 280.45 277.55 6.5
 1 1524528000 1524574800 1020 61.518 23.754 96 998.28 281.1 27625.73 3.37 998.6 280.55 276.95 4.9
 1 1524528000 1524574800 1020 61.704 25.505 80 998.79 280.9 27757.24 4.4 NA 275.65 275.65 3.6
 1 1524528000 1524574800 1020 61.892 27.885 110 1001.66 278.64 27391.44 5.05 1001.7 278.65 271.65 5.4
 1 1524528000 1524574800 1020 62.322 27.908 83 1001.65 276.73 27348.97 4.04 1001.2 278.75 272.65 3.9
 1 1524528000 1524574800 1020 62.063 28.566 79 1002.29 275.68 27269.37 5.34 1002.3 276.55 271.25 5.8
 1 1524528000 1524574800 1020 61.802 29.315 78 1003.08 275.32 27203.13 5.39 1002.9 277.15 269.85 NA
 1 1524528000 1524574800 1020 62.934 21.185 1 995.09 277.19 27573.05 8.04 995.1 277.05 275.85 8.4
 1 1524528000 1524574800 1020 62.978 20.74 2 994.78 275.71 27502.18 7.8 994.8 276.85 275.55 7.7
 1 1524528000 1524574800 1020 62.938 22.489 26 995.62 280.04 27769.26 4.76 995.7 281.05 278.25 5.8
 1 1524528000 1524574800 1020 63.446 24.444 153 996.57 278.64 27579.92 5.71 NA 280.15 275.55 3.5
 1 1524528000 1524574800 1020 63.089 24.261 171 996.77 279.31 27647.62 4.58 996.9 279.65 276.25 NA
 1 1524528000 1524574800 1020 63.143 27.313 90 1000.35 276.31 27245.22 4.46 1000.1 277.85 271.35 2.6
 1 1524528000 1524574800 1020 62.799 27.905 86 1001.4 275.37 27238.36 4.9 1000.9 277.25 271.35 7.7
 1 1524528000 1524574800 1020 63.232 29.234 115 1002.5 275.72 27023.64 5.55 NA 277.55 269.85 5.6
 1 1524528000 1524574800 1020 62.546 29.668 78 1003.47 275.3 27091.36 6.05 1003 276.25 269.45 8.3
 1 1524528000 1524574800 1020 62.602 29.724 81 1003.48 275.58 27071.61 5.38 1003.4 277.95 267.45 NA
 1 1524528000 1524574800 1020 63.321 30.046 98 1003.01 277.73 26907.89 4.58 NA 278.65 267.55 5.1
 1 1524528000 1524574800 1020 63.736 25.706 152 997.99 276.93 27293.09 3.97 998 278.15 272.75 3.6
 1 1524528000 1524574800 1020 60.112 21.698 3 999.61 278.2 27579.01 6.35 999.9 279.05 277.85 6.7
 1 1524528000 1524574800 1020 60.387 22.552 6 999.7 281.96 27737 5.3 999.7 280.95 277.85 NA
 1 1524528000 1524574800 1020 59.869 22.193 10 1000.46 277.58 27600.99 7.26 NA 279.75 277.05 7.3
 1 1524528000 1524574800 1020 59.809 22.912 10 1001.15 277.8 27606.81 6.75 1001.5 277.95 276.35 8.3
 1 1524528000 1524574800 1020 60.378 22.096 3 999.57 279.37 27636.82 4.99 999.5 278.85 276.95 7.3
 1 1524528000 1524574800 1020 60.171 22.758 12 1000.33 281.22 27716.11 4.99 NA 282.05 277.45 7
 1 1524528000 1524574800 1020 60.419 24.399 42 1000.06 282.59 27783.09 4.89 1000.2 282.55 278.55 3.3
 1 1524528000 1524574800 1020 59.92 24.35 2 1001.62 277.38 27625.46 7.1 NA 278.45 276.85 7.7
 1 1524528000 1524574800 1020 59.949 24.926 0 1001.7 277.41 27611.22 6.59 1001.9 278.45 277.45 8.6
 1 1524528000 1524574800 1020 60.647 23.806 142 999.56 281.59 27712.52 4.78 NA 279.75 278.35 3.5
 1 1524528000 1524574800 1020 60.509 24.654 111 999.84 283.04 27814.03 4.76 1000.8 281.25 279.75 NA
 1 1524528000 1524574800 1020 60.891 26.929 99 1000.8 282.17 27765.68 3.91 1001.9 279.15 276.75 NA
 1 1524528000 1524574800 1020 60.527 27.673 5 1002.27 277.31 27520.42 3.74 NA 277.15 275.95 2.3
 1 1524528000 1524574800 1020 61.198 28.473 77 1002.29 276.52 27406.37 5.6 1003 276.25 273.95 7.6
 1 1524528000 1524574800 1020 62.51 24.808 227 997.83 278.7 27562.11 2.23 998.3 278.05 276.05 3.8
 1 1524528000 1524574800 1020 60.628 25.193 83 999.69 283.57 27701.74 5.23 1000.2 282.45 278.65 4.5
 1 1524528000 1524574800 1020 60.116 20.298 10 998.22 279.26 27541.93 7.72 998.3 283.05 277.35 6
 1 1524528000 1524574800 1020 60.291 24.568 90 1000.53 282.56 27769.21 5.1 1000.8 282.05 278.05 3.2
 1 1524528000 1524574800 1020 60.178 24.787 6 1001.1 280.77 27715.24 5.66 1001.5 282.05 278.05 6.3
 1 1524528000 1524574800 1020 60.304 25.549 2 1001.25 280.91 27784.98 5.02 NA 279.95 278.85 3.9
 1 1524528000 1524574800 1020 59.844 23.248 3 1001.3 278.3 27647.16 6.58 NA 279.45 277.15 NA
 1 1524528000 1524574800 1020 60.374 23.113 2 999.87 282.06 27732.29 5.12 NA 282.55 277.75 NA
 1 1524528000 1524574800 1020 60.244 24.05 36 1000.56 281.97 27798.38 4.8 NA 282.25 277.35 NA
 1 1524528000 1524574800 1020 60.596 24.803 86 999.68 283.11 27793.77 4.81 1000.4 281.85 279.15 NA
 1 1524528000 1524574800 1020 61.115 24.324 87 998.97 281.92 27768.62 3.69 NA 281.95 277.75 NA
 1 1524528000 1524574800 1020 61.054 25.038 125 999.13 282.73 27705.82 4.39 NA 282.15 279.75 NA
 1 1524528000 1524574800 1020 60.696 26.811 33 1001.06 282.36 27801.77 4.27 NA 279.75 277.15 NA
 1 1524528000 1524574800 1020 61.2 26.049 92 999.61 282.11 27830.69 3.9 NA 279.55 277.35 NA
 1 1524528000 1524574800 1020 62.183 22.8 161 996.94 280.04 27799.97 4.93 NA 278.85 278.35 NA
 1 1524528000 1524574800 1020 61.846 24.287 153 998.13 281.46 27620.82 4.04 NA 280.35 277.35 NA
 1 1524528000 1524574800 1020 61.86 24.815 144 998.16 282.11 27673.47 4.6 NA 279.45 277.65 NA
 1 1524528000 1524574800 1020 61.879 26.095 146 999.19 281.15 27697.26 3.55 NA 278.15 277.05 NA
 1 1524528000 1524574800 1020 62.235 30.347 90 1004.2 276.84 26938.65 4.31 NA 278.35 266.75 NA
 1 1524528000 1524574800 1020 62.922 26.425 120 999.22 277.83 27325.02 3.87 NA 278.95 272.55 NA
 1 1524528000 1524574800 1020 64.143 25.423 112 997.22 277.55 27321.96 4.81 NA 278.25 273.55 NA
 1 1524528000 1524574800 1020 63.667 28.829 115 1001.97 276.11 27046.36 4.19 NA 276.25 271.35 NA
 1 1524528000 1524574800 1020 64.664 28.057 341 1000.24 275.67 27048.49 4.52 NA 275.15 270.35 3.7
 1 1524528000 1524574800 1020 66.37 29.312 165 999.05 278.87 26877.26 5.05 NA 279.95 267.35 NA
 1 1524528000 1524574800 1020 66.32 29.4 298 999.17 278.77 26869.85 4.99 NA 278.15 268.85 6.5
 1 1524528000 1524574800 1020 66.53 24.65 93 996.12 275.35 27226.84 4.61 NA 276.25 273.45 NA
 1 1524528000 1524574800 1020 67.652 24.902 181 995.05 278.17 27126.18 4.58 NA 278.05 271.55 3.7
 1 1524528000 1524574800 1020 67.749 29.611 360 996.94 279.68 26791.33 4.93 NA 278.85 268.45 NA
 1 1524528000 1524574800 1020 69.043 20.851 1002 991.98 274.78 27194.58 4.61 NA 271.25 271.05 NA
 1 1524528000 1524574800 1020 69.141 27.266 156 994.17 279.5 27196.57 3.8 NA 278.65 273.45 NA
 1 1524528000 1524574800 1020 69.583 28.894 106 994.38 277.84 27282.51 6.41 NA 280.05 273.35 4
 1 1524528000 1524574800 1020 69.757 27.012 76 993.69 276.63 27361.63 5.26 NA 278.15 273.95 NA
 1 1524528000 1524574800 1020 61.522 28.185 98 1002.13 276.76 27417.72 4.67 NA 278.65 272.65 4.2
 1 1524528000 1524574800 1020 61.501 23.765 91 998.3 281.35 27625.05 3.36 NA 281.25 277.15 NA
 1 1524528000 1524574800 1020 67.997 24.21 270 994.36 277.63 27163.49 3.97 NA 276.95 272.35 5.9
 1 1524528000 1524574800 1020 66.172 29.136 305 999.19 278.05 26879.48 5.29 999 278.95 267.75 NA
 1 1524528000 1524574800 1020 60.125 19.904 2 997.87 280.72 27588.39 6.11 998 280.55 276.75 6.2
 1 1524528000 1524574800 1020 59.821 23.573 17 1001.5 277.5 27635.27 7.2 1001.5 277.45 276.45 9.3
 1 1524528000 1524574800 1020 60.464 23.65 117 999.85 281.66 27704.68 5.64 1000.2 281.35 277.35 3.9
 1 1524528000 1524574800 1020 60.105 24.975 6 1001.47 277.65 27613.14 6.82 1002.2 277.95 276.85 7.5
 1 1524528000 1524574800 1020 60.203 24.961 24 1001.15 281.03 27750.81 5.86 1001.5 282.15 278.65 3.8
 1 1524528000 1524574800 1020 60.392 25.607 22 1000.91 282.91 27777.31 4.77 1001.3 281.45 279.05 4
 1 1524528000 1524574800 1020 60.898 26.949 102 1000.81 282.14 27760.92 3.9 1001.4 279.05 276.55 3.6
 1 1524528000 1524574800 1020 61.63 21.376 3 997.13 277.04 27587.28 6.62 997.3 277.25 276.55 7.8
 1 1524528000 1524574800 1020 61.855 24.805 143 998.16 282.1 27672.66 4.6 999 279.05 277.05 3.6
 1 1524528000 1524574800 1020 61.946 28.931 93 1002.75 275.53 27210.06 3.95 1002.6 277.75 269.45 4.1
 1 1524528000 1524574800 1020 62.66 29.612 118 1003.37 275.48 27065.61 5.68 1002.8 277.05 269.05 4.6
 1 1524528000 1524574800 1020 63.951 22.845 5 994.18 278.04 27655.4 7.58 993.6 278.05 277.85 5.9
 1 1524528000 1524574800 1020 63.721 23.139 25 994.7 279.98 27794.75 5.44 994.6 279.75 278.35 6.2
 1 1524528000 1524574800 1020 63.821 24.163 83 995.61 279.28 27591.45 5.63 995.5 279.65 276.45 7.2
 1 1524528000 1524574800 1020 63.841 27.221 206 999.78 276.26 27176.19 5.23 1000 276.25 271.15 5.5
 1 1524528000 1524574800 1020 65.02 24.728 7 995.66 277.12 27384.15 6.69 NA 277.15 274.55 2.7
 1 1524528000 1524574800 1020 64.666 24.407 2 995.21 277.49 27388.53 6.28 995.2 278.85 274.85 8.9
 1 1524528000 1524574800 1020 65.78 24.579 10 995.97 275.94 27270.45 4.22 995.5 275.85 273.55 6.2
 1 1524528000 1524574800 1020 65.977 26.368 161 997.39 276.03 27163.44 5.46 996.9 277.25 271.25 7.2
 1 1524528000 1524574800 1020 65.993 29.227 264 999.59 277.75 26892.63 5.24 999.3 278.65 267.05 8.2
 1 1524528000 1524574800 1020 67.693 24.855 193 995.01 278.15 27128.86 4.64 995.2 277.65 271.45 7.2
 1 1524528000 1524574800 1020 67.987 24.243 347 994.38 277.71 27163.09 3.97 994.7 276.75 272.35 5.2
 1 1524528000 1524574800 1020 68.084 27.185 248 995.6 278.76 26934.82 3.66 995.9 278.65 267.95 2.5
 1 1524528000 1524578400 1020 59.779 21.375 6 999.17 277.69 27552.34 8.56 999.5 279.65 276.55 8.7
 1 1524528000 1524578400 1020 60.178 19.987 11 996.97 282.99 27635.04 4.71 997.5 283.85 277.65 4.8
 1 1524528000 1524578400 1020 60.454 22.179 8 998.88 281.27 27729.18 4.07 999.1 281.45 277.25 4.9
 1 1524528000 1524578400 1020 60.175 24.945 3 1000.85 279.78 27699.7 5.71 1001.3 279.65 277.45 2
 1 1524528000 1524578400 1020 60.722 21.027 5 997.29 277.01 27515.98 7.81 997.7 277.85 276.65 8.4
 1 1524528000 1524578400 1020 61.479 21.783 9 996.83 282.71 27576.24 3.65 997.4 281.75 277.25 2.1
 1 1524528000 1524578400 1020 60.999 24.492 87 998.87 281.12 27689.24 3.16 999.1 281.95 276.85 6.3
 1 1524528000 1524578400 1020 62.413 22.184 93 996.01 280.16 27582.26 5.7 996.5 279.65 277.95 5.1
 1 1524528000 1524578400 1020 62.398 25.671 139 997.88 280.06 27649.05 3.37 998.8 279.35 276.65 2.7
 1 1524528000 1524578400 1020 63.099 21.64 7 994.83 279.16 27616.14 5.16 994.9 278.95 277.15 4.4
 1 1524528000 1524578400 1020 62.535 24.217 159 996.99 279.3 27569.23 3.95 997.4 279.35 276.55 1.6
 1 1524528000 1524578400 1020 63.082 25.859 130 997.82 278.1 27411.71 4.47 998.2 278.65 273.55 4.5
 1 1524528000 1524578400 1020 62.893 27.633 87 1000.34 276.12 27295.84 4.65 999.8 278.25 272.35 4.6
 1 1524528000 1524578400 1020 63.378 28.662 166 1001.49 275 27124.34 4.36 1001.2 276.65 270.55 5.2
 1 1524528000 1524578400 1020 62.77 30.975 155 1003.6 277.81 26857.74 3.85 1003.2 278.55 267.15 4.8
 1 1524528000 1524578400 1020 63.844 23.125 6 994.37 278.49 27823.08 4.9 993.9 279.95 278.65 NA
 1 1524528000 1524578400 1020 64.05 24.725 76 995.75 278.25 27474.95 4.48 995.6 279.35 274.45 6.7
 1 1524528000 1524578400 1020 64.937 25.373 10 995.83 278.09 27369.06 5.21 995.6 277.85 274.15 4.6
 1 1524528000 1524578400 1020 65.4 26.963 120 997.68 276.84 27175.32 5.54 997.5 276.85 271.95 4.8
 1 1524528000 1524578400 1020 64.931 28.747 222 1000.03 275.98 27041.98 4.96 1000 275.25 271.05 2.5
 1 1524528000 1524578400 1020 65.847 24.174 8 995.07 275.36 27272.8 4.59 994.7 275.05 273.45 4.3
 1 1524528000 1524578400 1020 66.773 23.963 85 995.17 275.33 27243.79 3.58 994.4 275.85 273.45 3.4
 1 1524528000 1524578400 1020 66.562 25.838 189 996.37 275.87 27211.73 3.75 NA 276.85 270.75 NA
 1 1524528000 1524578400 1020 67.367 26.629 179 995.57 278.65 27071.2 4.66 995.6 278.05 270.75 4.2
 1 1524528000 1524578400 1020 66.716 27.159 208 996.85 277.37 27133.32 4.43 996.3 277.85 270.05 7.2
 1 1524528000 1524578400 1020 66.834 28.674 214 997.36 278.75 26948.44 4.61 997 279.45 268.05 5.3
 1 1524528000 1524578400 1020 69.049 20.791 480 991.81 274.68 27211.89 3.93 991.3 275.95 273.05 5.7
 1 1524528000 1524578400 1020 69.756 27.007 107 993.43 276.61 27344.82 4.55 994.1 277.85 273.65 2.8
 1 1524528000 1524578400 1020 68.849 28.299 121 994.77 278.9 26967.87 3.03 994.8 280.35 270.55 6.6
 1 1524528000 1524578400 1020 64.217 27.752 160 999.48 275.91 27163.47 5.5 999.3 276.55 271.95 3.2
 1 1524528000 1524578400 1020 59.959 19.954 8 997.43 278.24 27523.58 9.64 998 277.75 276.15 10.5
 1 1524528000 1524578400 1020 60.301 19.131 3 996.01 280.24 27405.15 8.14 996.2 280.95 276.25 7.9
 1 1524528000 1524578400 1020 59.505 20.347 4 998.82 278.42 27584.62 10.29 998.9 278.45 276.35 11.8
 1 1524528000 1524578400 1020 60.258 20.747 23 997.6 277.36 27487.8 8.34 997.7 282.55 276.65 9.4
 1 1524528000 1524578400 1020 59.774 22.949 7 1000.69 277.63 27593.26 7.02 1001.2 278.55 276.65 9.3
 1 1524528000 1524578400 1020 60.327 24.957 51 1000.35 282.06 27706.06 5.1 1000.8 282.55 277.45 6.6
 1 1524528000 1524578400 1020 59.931 24.014 12 1000.96 277.53 27615.09 7.16 1001.1 279.55 277.15 7
 1 1524528000 1524578400 1020 59.985 25.599 0 1001.33 277.81 27594.49 5.23 1001.7 278.25 277.35 5.7
 1 1524528000 1524578400 1020 60.204 25.625 19 1001.19 277.64 27591.09 5.61 1001.5 278.05 276.95 7.7
 1 1524528000 1524578400 1020 60.375 26.959 11 1001.5 276.91 27563.41 4.61 1002.2 278.25 276.85 3.3
 1 1524528000 1524578400 1020 60.275 26.445 5 1001.51 277.05 27650.31 5.4 1001.9 278.15 277.75 4.8
 1 1524528000 1524578400 1020 60.287 27.185 4 1001.6 276.91 27571.54 5.05 1002 277.35 276.65 4.1
 1 1524528000 1524578400 1020 60.814 23.498 104 998.85 281.42 27703.87 5.22 999 281.35 277.35 4.9
 1 1524528000 1524578400 1020 61.418 23.618 112 997.92 281.35 27748.69 4.52 998.3 280.75 277.35 3.1
 1 1524528000 1524578400 1020 60.962 25.631 78 998.94 283.15 27775.17 4.4 999.5 282.95 280.55 2.1
 1 1524528000 1524578400 1020 61.044 28.151 105 1001.54 279.85 27603.68 4.76 1002.2 277.15 275.65 3.1
 1 1524528000 1524578400 1020 61.689 27.202 99 999.73 281.78 27584.93 3.62 1001 278.45 275.75 2.7
 1 1524528000 1524578400 1020 63.435 21.069 4 994.06 275.44 27450.72 7.52 994.1 277.05 275.85 6.7
 1 1524528000 1524578400 1020 63.12 23.044 42 995.37 280.19 27773.05 4.16 995.1 280.75 278.25 6.3
 1 1524528000 1524578400 1020 63.008 27.799 96 1000.59 275.7 27270.01 4.54 1000.4 277.75 271.35 5.1
 1 1524528000 1524578400 1020 63.751 22.523 2 994.26 276.84 27577.39 6.9 993.8 275.35 274.85 NA
 1 1524528000 1524578400 1020 64.331 23.446 3 994.06 277.21 27538.71 7.4 993.5 276.05 275.85 8.6
